name	YB1_aer_MinION_count	YB1_aer_0508_count	YB1_ana_v2_count	YB1_ana_0507_count	YB1_ana_0508_count	YB1_aer_clone_0516_count	YB1_ana_clone_0516_count	SL7207_aer_0507_count	SL7207_aer_0509_count	SL7207_ana_0509_count	dAsd_aer_0511_count	dAsd_ana_0512_count	dAsd_aer_0514_count	dAsd_ana_0514_count	PW_aer_0515_count	PW_ana_0515_count	YB1_aer_MinION_cpm	YB1_aer_0508_cpm	YB1_ana_v2_cpm	YB1_ana_0507_cpm	YB1_ana_0508_cpm	YB1_aer_clone_0516_cpm	YB1_ana_clone_0516_cpm	SL7207_aer_0507_cpm	SL7207_aer_0509_cpm	SL7207_ana_0509_cpm	dAsd_aer_0511_cpm	dAsd_ana_0512_cpm	dAsd_aer_0514_cpm	dAsd_ana_0514_cpm	PW_aer_0515_cpm	PW_ana_0515_cpm
flgH	5	11	2	4	1	19	34	3	10	8	0	0	0	0	8	41	17.56	12.85	14.43	4.80	2.01	22.16	41.02	4.15	16.87	6.20	0.00	0.00	0.00	0.00	8.40	44.97
SL1344_RS05820	7	23	7	2	4	22	40	4	13	12	1	1	0	0	7	58	24.58	26.87	50.49	2.40	8.05	25.66	48.26	5.54	21.93	9.30	1.12	1.08	0.00	0.00	7.35	63.61
flgJ	2	12	5	4	1	14	26	7	10	5	0	1	1	0	4	34	7.02	14.02	36.07	4.80	2.01	16.33	31.37	9.69	16.87	3.87	0.00	1.08	3.32	0.00	4.20	37.29
flgK	14	42	7	31	26	67	70	18	21	55	2	3	2	2	33	137	49.16	49.07	50.49	37.24	52.32	78.13	84.45	24.92	35.43	42.61	2.25	3.24	6.64	2.12	34.65	150.25
flgL	18	70	17	37	29	78	78	19	20	72	4	3	0	5	57	138	63.21	81.78	122.63	44.45	58.36	90.96	94.10	26.30	33.74	55.78	4.50	3.24	0.00	5.30	59.85	151.35
rne	13	94	11	124	69	59	87	74	63	229	68	95	28	115	58	76	45.65	109.82	79.35	148.95	138.86	68.80	104.96	102.43	106.29	177.41	76.46	102.72	92.93	121.92	60.90	83.35
rluC	0	9	1	4	5	8	4	5	3	15	9	9	2	12	6	4	0.00	10.51	7.21	4.80	10.06	9.33	4.83	6.92	5.06	11.62	10.12	9.73	6.64	12.72	6.30	4.39
SL1344_RS05855	1	9	1	7	3	5	4	7	7	22	3	1	3	15	4	4	3.51	10.51	7.21	8.41	6.04	5.83	4.83	9.69	11.81	17.04	3.37	1.08	9.96	15.90	4.20	4.39
SL1344_RS05860	1	2	1	2	4	3	5	4	4	15	6	2	1	7	2	4	3.51	2.34	7.21	2.40	8.05	3.50	6.03	5.54	6.75	11.62	6.75	2.16	3.32	7.42	2.10	4.39
SL1344_RS05865	3	2	1	4	9	9	7	7	3	15	6	3	2	5	3	7	10.53	2.34	7.21	4.80	18.11	10.50	8.45	9.69	5.06	11.62	6.75	3.24	6.64	5.30	3.15	7.68
yceD	54	174	15	126	89	219	168	145	102	228	211	255	85	229	206	114	189.62	203.29	108.20	151.36	179.11	255.39	202.68	200.71	172.09	176.64	237.24	275.72	282.11	242.79	216.30	125.03
rpmF	52	177	14	139	93	235	170	119	98	227	213	250	82	233	217	125	182.60	206.79	100.99	166.97	187.16	274.05	205.09	164.72	165.34	175.86	239.49	270.31	272.15	247.03	227.85	137.09
plsX	46	181	10	137	98	245	160	124	94	226	203	230	79	227	223	120	161.53	211.47	72.13	164.57	197.22	285.71	193.03	171.64	158.59	175.09	228.24	248.69	262.19	240.67	234.15	131.61
fabH	7	18	2	21	10	33	34	12	16	39	19	12	11	38	24	23	24.58	21.03	14.43	25.23	20.12	38.48	41.02	16.61	26.99	30.21	21.36	12.97	36.51	40.29	25.20	25.23
fabD	9	28	8	21	15	36	44	16	29	57	43	25	19	51	27	36	31.60	32.71	57.71	25.23	30.19	41.98	53.08	22.15	48.93	44.16	48.35	27.03	63.06	54.07	28.35	39.48
fabG	20	88	10	49	41	97	97	67	48	107	84	83	39	95	62	74	70.23	102.81	72.13	58.86	82.51	113.12	117.02	92.74	80.98	82.90	94.45	89.74	129.44	100.72	65.10	81.16
acpP	107	503	27	281	199	270	379	217	130	309	455	534	134	395	236	410	375.73	587.67	194.76	337.55	400.48	314.87	457.24	300.37	219.33	239.39	511.58	577.38	444.73	418.79	247.80	449.67
fabF	59	147	21	107	73	119	136	110	101	223	179	197	59	138	89	106	207.18	171.74	151.48	128.53	146.91	138.77	164.08	152.26	170.40	172.76	201.26	213.01	195.81	146.31	93.45	116.26
pabC	3	4	1	4	1	4	8	4	3	9	10	6	2	4	6	8	10.53	4.67	7.21	4.80	2.01	4.66	9.65	5.54	5.06	6.97	11.24	6.49	6.64	4.24	6.30	8.77
yceG	4	4	0	5	10	3	9	3	6	13	8	10	3	11	4	11	14.05	4.67	0.00	6.01	20.12	3.50	10.86	4.15	10.12	10.07	8.99	10.81	9.96	11.66	4.20	12.06
tmk	3	9	1	6	4	3	9	3	7	21	11	14	5	11	7	7	10.53	10.51	7.21	7.21	8.05	3.50	10.86	4.15	11.81	16.27	12.37	15.14	16.59	11.66	7.35	7.68
holB	4	7	2	6	8	5	7	7	9	25	16	9	4	9	10	8	14.05	8.18	14.43	7.21	16.10	5.83	8.45	9.69	15.18	19.37	17.99	9.73	13.28	9.54	10.50	8.77
SL1344_RS05930	1	2	3	7	5	4	7	5	9	22	6	8	4	12	6	10	3.51	2.34	21.64	8.41	10.06	4.66	8.45	6.92	15.18	17.04	6.75	8.65	13.28	12.72	6.30	10.97
ptsG	0	2	0	2	1	2	4	0	0	1	0	2	0	5	3	1	0.00	2.34	0.00	2.40	2.01	2.33	4.83	0.00	0.00	0.77	0.00	2.16	0.00	5.30	3.15	1.10
fhuE	0	2	0	1	1	2	1	2	2	2	2	4	1	4	2	2	0.00	2.34	0.00	1.20	2.01	2.33	1.21	2.77	3.37	1.55	2.25	4.32	3.32	4.24	2.10	2.19
hinT	1	9	2	6	7	8	13	2	4	12	26	26	9	12	7	23	3.51	10.51	14.43	7.21	14.09	9.33	15.68	2.77	6.75	9.30	29.23	28.11	29.87	12.72	7.35	25.23
SL1344_RS05950	0	8	0	8	7	8	15	3	3	13	27	25	8	15	6	22	0.00	9.35	0.00	9.61	14.09	9.33	18.10	4.15	5.06	10.07	30.36	27.03	26.55	15.90	6.30	24.13
lpoB	2	9	0	7	6	8	16	1	2	17	14	6	4	16	5	17	7.02	10.51	0.00	8.41	12.07	9.33	19.30	1.38	3.37	13.17	15.74	6.49	13.28	16.96	5.25	18.64
thiK	3	8	1	7	5	7	18	5	5	16	20	13	6	18	4	22	10.53	9.35	7.21	8.41	10.06	8.16	21.72	6.92	8.44	12.40	22.49	14.06	19.91	19.08	4.20	24.13
nagZ	1	9	5	14	10	7	18	7	6	8	18	24	6	17	7	23	3.51	10.51	36.07	16.82	20.12	8.16	21.72	9.69	10.12	6.20	20.24	25.95	19.91	18.02	7.35	25.23
ycfP	2	3	0	9	6	8	19	3	7	13	17	17	4	14	7	21	7.02	3.50	0.00	10.81	12.07	9.33	22.92	4.15	11.81	10.07	19.11	18.38	13.28	14.84	7.35	23.03
ndh	12	36	8	18	9	23	25	38	70	90	21	8	9	34	27	23	42.14	42.06	57.71	21.62	18.11	26.82	30.16	52.60	118.10	69.73	23.61	8.65	29.87	36.05	28.35	25.23
SL1344_RS05980	3	9	2	12	9	6	33	9	14	19	33	36	6	29	12	12	10.53	10.51	14.43	14.41	18.11	7.00	39.81	12.46	23.62	14.72	37.10	38.92	19.91	30.75	12.60	13.16
comR	3	9	2	9	6	6	6	6	5	14	16	15	2	13	2	18	10.53	10.51	14.43	10.81	12.07	7.00	7.24	8.31	8.44	10.85	17.99	16.22	6.64	13.78	2.10	19.74
bhsA	26	91	4	96	63	28	54	88	129	299	8	7	8	19	37	77	91.30	106.32	28.85	115.32	126.79	32.65	65.15	121.81	217.64	231.64	8.99	7.57	26.55	20.14	38.85	84.45
ldtC	2	12	1	22	9	6	9	12	39	64	1	6	2	6	9	7	7.02	14.02	7.21	26.43	18.11	7.00	10.86	16.61	65.80	49.58	1.12	6.49	6.64	6.36	9.45	7.68
mfd	6	20	5	17	23	14	26	12	13	28	22	29	7	31	13	22	21.07	23.37	36.07	20.42	46.29	16.33	31.37	16.61	21.93	21.69	24.74	31.36	23.23	32.87	13.65	24.13
lolC	1	16	2	12	5	11	10	9	8	4	16	16	8	15	8	6	3.51	18.69	14.43	14.41	10.06	12.83	12.06	12.46	13.50	3.10	17.99	17.30	26.55	15.90	8.40	6.58
lolD	0	4	4	6	3	8	7	4	8	5	7	5	6	7	5	4	0.00	4.67	28.85	7.21	6.04	9.33	8.45	5.54	13.50	3.87	7.87	5.41	19.91	7.42	5.25	4.39
lolE	1	11	5	9	3	14	8	8	9	12	9	12	10	14	10	14	3.51	12.85	36.07	10.81	6.04	16.33	9.65	11.07	15.18	9.30	10.12	12.97	33.19	14.84	10.50	15.35
nagK	4	15	3	15	11	12	14	7	6	21	14	24	5	16	15	22	14.05	17.52	21.64	18.02	22.14	13.99	16.89	9.69	10.12	16.27	15.74	25.95	16.59	16.96	15.75	24.13
cobB	3	16	1	19	12	22	16	10	8	22	15	24	2	14	18	19	10.53	18.69	7.21	22.82	24.15	25.66	19.30	13.84	13.50	17.04	16.87	25.95	6.64	14.84	18.90	20.84
potD	0	11	3	10	7	30	14	10	5	19	13	14	6	16	14	12	0.00	12.85	21.64	12.01	14.09	34.99	16.89	13.84	8.44	14.72	14.62	15.14	19.91	16.96	14.70	13.16
potC	0	5	2	6	2	12	7	4	5	7	8	3	6	5	5	10	0.00	5.84	14.43	7.21	4.02	13.99	8.45	5.54	8.44	5.42	8.99	3.24	19.91	5.30	5.25	10.97
sifA	0	0	0	2	1	0	2	3	3	4	0	0	1	0	3	3	0.00	0.00	0.00	2.40	2.01	0.00	2.41	4.15	5.06	3.10	0.00	0.00	3.32	0.00	3.15	3.29
potB	1	5	1	1	2	4	5	4	1	2	3	2	4	4	6	3	3.51	5.84	7.21	1.20	4.02	4.66	6.03	5.54	1.69	1.55	3.37	2.16	13.28	4.24	6.30	3.29
potA	1	4	1	2	1	8	6	3	1	2	7	4	1	5	11	3	3.51	4.67	7.21	2.40	2.01	9.33	7.24	4.15	1.69	1.55	7.87	4.32	3.32	5.30	11.55	3.29
pepT	0	7	0	11	5	25	18	4	4	6	20	15	4	13	30	23	0.00	8.18	0.00	13.21	10.06	29.15	21.72	5.54	6.75	4.65	22.49	16.22	13.28	13.78	31.50	25.23
tnpA	0	2	0	2	1	1	2	1	2	1	2	2	0	3	1	2	0.00	2.34	0.00	2.40	2.01	1.17	2.41	1.38	3.37	0.77	2.25	2.16	0.00	3.18	1.05	2.19
SL1344_RS06065	1	5	0	9	5	8	7	7	4	18	10	6	3	17	12	5	3.51	5.84	0.00	10.81	10.06	9.33	8.45	9.69	6.75	13.95	11.24	6.49	9.96	18.02	12.60	5.48
SL1344_RS06070	4	15	0	11	8	14	17	13	10	24	12	12	7	24	15	12	14.05	17.52	0.00	13.21	16.10	16.33	20.51	17.99	16.87	18.59	13.49	12.97	23.23	25.45	15.75	13.16
phoQ	4	16	1	6	12	32	23	10	15	29	21	20	3	23	19	46	14.05	18.69	7.21	7.21	24.15	37.32	27.75	13.84	25.31	22.47	23.61	21.62	9.96	24.38	19.95	50.45
phoP	3	9	2	7	5	28	22	7	8	11	24	13	3	8	17	48	10.53	10.51	14.43	8.41	10.06	32.65	26.54	9.69	13.50	8.52	26.98	14.06	9.96	8.48	17.85	52.64
purB	2	7	2	14	4	14	10	7	6	14	9	9	7	9	9	13	7.02	8.18	14.43	16.82	8.05	16.33	12.06	9.69	10.12	10.85	10.12	9.73	23.23	9.54	9.45	14.26
hflD	3	8	0	4	5	12	12	2	8	15	9	7	8	9	15	12	10.53	9.35	0.00	4.80	10.06	13.99	14.48	2.77	13.50	11.62	10.12	7.57	26.55	9.54	15.75	13.16
mnmA	2	18	2	16	7	19	14	17	17	41	15	17	11	15	26	16	7.02	21.03	14.43	19.22	14.09	22.16	16.89	23.53	28.68	31.76	16.87	18.38	36.51	15.90	27.30	17.55
SL1344_RS06100	0	5	0	3	0	1	1	8	3	10	3	1	1	3	1	3	0.00	5.84	0.00	3.60	0.00	1.17	1.21	11.07	5.06	7.75	3.37	1.08	3.32	3.18	1.05	3.29
SL1344_RS06105	0	3	0	1	0	2	0	8	3	6	4	1	1	3	1	5	0.00	3.50	0.00	1.20	0.00	2.33	0.00	11.07	5.06	4.65	4.50	1.08	3.32	3.18	1.05	5.48
rluE	1	2	0	3	2	3	4	3	2	8	5	4	3	5	3	7	3.51	2.34	0.00	3.60	4.02	3.50	4.83	4.15	3.37	6.20	5.62	4.32	9.96	5.30	3.15	7.68
icd	20	46	3	34	19	23	25	28	34	31	3	12	5	28	28	18	70.23	53.74	21.64	40.84	38.24	26.82	30.16	38.76	57.36	24.02	3.37	12.97	16.59	29.69	29.40	19.74
sopF	1	0	0	2	0	2	0	3	1	1	1	2	0	2	1	12	3.51	0.00	0.00	2.40	0.00	2.33	0.00	4.15	1.69	0.77	1.12	2.16	0.00	2.12	1.05	13.16
SL1344_RS27905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.05	0.00
envF	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0.00	1.17	0.00	0.00	0.00	1.17	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.10
msgA	2	6	0	2	0	5	5	6	1	2	6	9	2	4	7	1	7.02	7.01	0.00	2.40	0.00	5.83	6.03	8.31	1.69	1.55	6.75	9.73	6.64	4.24	7.35	1.10
SL1344_RS06140	0	2	0	1	4	8	4	1	4	7	0	5	4	3	10	3	0.00	2.34	0.00	1.20	8.05	9.33	4.83	1.38	6.75	5.42	0.00	5.41	13.28	3.18	10.50	3.29
cspF	1	2	3	5	3	27	2	4	17	14	1	0	8	13	27	2	3.51	2.34	21.64	6.01	6.04	31.49	2.41	5.54	28.68	10.85	1.12	0.00	26.55	13.78	28.35	2.19
pagD	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.10
pagC	3	2	0	4	3	2	2	9	10	8	0	0	0	0	4	14	10.53	2.34	0.00	4.80	6.04	2.33	2.41	12.46	16.87	6.20	0.00	0.00	0.00	0.00	4.20	15.35
SL1344_RS06180	0	4	0	14	13	7	48	3	6	4	30	18	6	30	19	10	0.00	4.67	0.00	16.82	26.16	8.16	57.91	4.15	10.12	3.10	33.73	19.46	19.91	31.81	19.95	10.97
SL1344_RS26610	1	2	1	5	2	3	0	1	2	3	0	1	0	0	2	0	3.51	2.34	7.21	6.01	4.02	3.50	0.00	1.38	3.37	2.32	0.00	1.08	0.00	0.00	2.10	0.00
SL1344_RS06205	2	23	1	25	13	7	7	5	10	15	17	30	1	8	4	12	7.02	26.87	7.21	30.03	26.16	8.16	8.45	6.92	16.87	11.62	19.11	32.44	3.32	8.48	4.20	13.16
SL1344_RS06215	1	4	0	0	2	1	1	5	1	3	2	2	2	1	2	2	3.51	4.67	0.00	0.00	4.02	1.17	1.21	6.92	1.69	2.32	2.25	2.16	6.64	1.06	2.10	2.19
SL1344_RS06220	1	5	1	1	0	2	1	2	2	8	3	0	2	1	2	3	3.51	5.84	7.21	1.20	0.00	2.33	1.21	2.77	3.37	6.20	3.37	0.00	6.64	1.06	2.10	3.29
SL1344_RS06225	0	2	0	4	3	10	17	2	3	4	17	24	11	28	3	5	0.00	2.34	0.00	4.80	6.04	11.66	20.51	2.77	5.06	3.10	19.11	25.95	36.51	29.69	3.15	5.48
SL1344_RS06230	2	5	1	7	4	17	9	2	2	11	7	9	3	4	9	11	7.02	5.84	7.21	8.41	8.05	19.82	10.86	2.77	3.37	8.52	7.87	9.73	9.96	4.24	9.45	12.06
SL1344_RS06235	4	2	1	4	2	10	4	0	3	4	3	3	0	3	6	6	14.05	2.34	7.21	4.80	4.02	11.66	4.83	0.00	5.06	3.10	3.37	3.24	0.00	3.18	6.30	6.58
SL1344_RS06240	1	1	0	3	0	8	1	0	4	3	5	5	1	1	7	2	3.51	1.17	0.00	3.60	0.00	9.33	1.21	0.00	6.75	2.32	5.62	5.41	3.32	1.06	7.35	2.19
SL1344_RS06245	0	2	1	2	1	3	0	0	1	4	0	4	1	0	3	1	0.00	2.34	7.21	2.40	2.01	3.50	0.00	0.00	1.69	3.10	0.00	4.32	3.32	0.00	3.15	1.10
SL1344_RS06250	0	2	1	3	2	3	2	2	2	3	1	0	2	3	1	1	0.00	2.34	7.21	3.60	4.02	3.50	2.41	2.77	3.37	2.32	1.12	0.00	6.64	3.18	1.05	1.10
SL1344_RS06255	2	1	1	7	1	3	3	4	5	6	5	3	1	2	2	2	7.02	1.17	7.21	8.41	2.01	3.50	3.62	5.54	8.44	4.65	5.62	3.24	3.32	2.12	2.10	2.19
SL1344_RS06260	0	0	0	0	1	2	2	0	0	3	2	0	2	1	2	2	0.00	0.00	0.00	0.00	2.01	2.33	2.41	0.00	0.00	2.32	2.25	0.00	6.64	1.06	2.10	2.19
zinT	0	4	0	2	0	2	2	3	3	2	1	2	0	0	1	1	0.00	4.67	0.00	2.40	0.00	2.33	2.41	4.15	5.06	1.55	1.12	2.16	0.00	0.00	1.05	1.10
aadA	1	7	0	6	2	0	4	3	2	4	3	4	4	9	3	2	3.51	8.18	0.00	7.21	4.02	0.00	4.83	4.15	3.37	3.10	3.37	4.32	13.28	9.54	3.15	2.19
SL1344_RS06280	0	0	0	3	2	1	0	2	0	1	1	4	0	0	0	1	0.00	0.00	0.00	3.60	4.02	1.17	0.00	2.77	0.00	0.77	1.12	4.32	0.00	0.00	0.00	1.10
SL1344_RS06285	20	106	2	54	28	24	18	103	75	166	9	8	9	23	37	18	70.23	123.84	14.43	64.87	56.35	27.99	21.72	142.57	126.54	128.60	10.12	8.65	29.87	24.38	38.85	19.74
SL1344_RS06290	2	4	0	2	0	2	3	13	10	16	1	0	1	0	3	3	7.02	4.67	0.00	2.40	0.00	2.33	3.62	17.99	16.87	12.40	1.12	0.00	3.32	0.00	3.15	3.29
SL1344_RS06295	0	1	0	0	0	0	0	5	1	7	0	0	0	0	0	1	0.00	1.17	0.00	0.00	0.00	0.00	0.00	6.92	1.69	5.42	0.00	0.00	0.00	0.00	0.00	1.10
SL1344_RS06300	0	1	0	0	0	1	0	1	3	5	0	0	0	1	0	1	0.00	1.17	0.00	0.00	0.00	1.17	0.00	1.38	5.06	3.87	0.00	0.00	0.00	1.06	0.00	1.10
leuE	3	17	1	8	10	13	17	13	21	30	10	15	4	23	9	15	10.53	19.86	7.21	9.61	20.12	15.16	20.51	17.99	35.43	23.24	11.24	16.22	13.28	24.38	9.45	16.45
SL1344_RS06315	1	1	1	0	5	2	3	2	4	3	0	2	0	0	2	2	3.51	1.17	7.21	0.00	10.06	2.33	3.62	2.77	6.75	2.32	0.00	2.16	0.00	0.00	2.10	2.19
SL1344_RS06320	0	1	0	0	0	1	3	2	4	0	1	2	0	0	0	1	0.00	1.17	0.00	0.00	0.00	1.17	3.62	2.77	6.75	0.00	1.12	2.16	0.00	0.00	0.00	1.10
SL1344_RS06330	0	9	2	7	0	1	10	2	5	1	11	13	2	8	4	8	0.00	10.51	14.43	8.41	0.00	1.17	12.06	2.77	8.44	0.77	12.37	14.06	6.64	8.48	4.20	8.77
SL1344_RS27005	0	3	1	2	0	1	3	3	2	1	3	4	2	5	8	4	0.00	3.50	7.21	2.40	0.00	1.17	3.62	4.15	3.37	0.77	3.37	4.32	6.64	5.30	8.40	4.39
SL1344_RS06335	1	2	3	3	2	6	6	8	3	6	11	8	3	4	4	12	3.51	2.34	21.64	3.60	4.02	7.00	7.24	11.07	5.06	4.65	12.37	8.65	9.96	4.24	4.20	13.16
SL1344_RS06340	3	14	3	7	5	13	9	21	12	14	15	20	6	15	5	27	10.53	16.36	21.64	8.41	10.06	15.16	10.86	29.07	20.25	10.85	16.87	21.62	19.91	15.90	5.25	29.61
SL1344_RS06345	2	15	1	6	2	7	5	16	8	11	9	15	7	10	4	15	7.02	17.52	7.21	7.21	4.02	8.16	6.03	22.15	13.50	8.52	10.12	16.22	23.23	10.60	4.20	16.45
SL1344_RS06350	0	3	0	3	1	3	0	3	4	2	1	0	2	0	1	2	0.00	3.50	0.00	3.60	2.01	3.50	0.00	4.15	6.75	1.55	1.12	0.00	6.64	0.00	1.05	2.19
SL1344_RS06355	0	8	0	6	5	5	8	2	4	8	3	10	0	7	1	4	0.00	9.35	0.00	7.21	10.06	5.83	9.65	2.77	6.75	6.20	3.37	10.81	0.00	7.42	1.05	4.39
SL1344_RS06360	2	8	0	7	7	6	9	4	5	13	3	15	1	9	1	6	7.02	9.35	0.00	8.41	14.09	7.00	10.86	5.54	8.44	10.07	3.37	16.22	3.32	9.54	1.05	6.58
yoaI	0	1	0	4	1	4	4	0	1	2	1	0	3	6	0	3	0.00	1.17	0.00	4.80	2.01	4.66	4.83	0.00	1.69	1.55	1.12	0.00	9.96	6.36	0.00	3.29
SL1344_RS06370	0	2	1	4	1	3	4	0	2	4	1	0	3	7	0	6	0.00	2.34	7.21	4.80	2.01	3.50	4.83	0.00	3.37	3.10	1.12	0.00	9.96	7.42	0.00	6.58
dgcJ	0	3	0	6	3	8	4	3	4	9	2	1	5	8	5	10	0.00	3.50	0.00	7.21	6.04	9.33	4.83	4.15	6.75	6.97	2.25	1.08	16.59	8.48	5.25	10.97
SL1344_RS27010	1	4	0	5	2	2	7	5	5	2	3	3	1	1	4	10	3.51	4.67	0.00	6.01	4.02	2.33	8.45	6.92	8.44	1.55	3.37	3.24	3.32	1.06	4.20	10.97
SL1344_RS06380	0	10	0	7	9	4	12	10	8	16	11	7	3	10	8	15	0.00	11.68	0.00	8.41	18.11	4.66	14.48	13.84	13.50	12.40	12.37	7.57	9.96	10.60	8.40	16.45
yeaG	2	4	0	3	1	0	3	5	3	6	3	14	2	8	6	3	7.02	4.67	0.00	3.60	2.01	0.00	3.62	6.92	5.06	4.65	3.37	15.14	6.64	8.48	6.30	3.29
SL1344_RS06390	15	39	3	43	25	49	62	23	29	65	36	35	10	36	53	131	52.67	45.56	21.64	51.65	50.31	57.14	74.80	31.84	48.93	50.36	40.48	37.84	33.19	38.17	55.65	143.67
SL1344_RS06395	0	4	0	2	2	0	1	0	4	8	0	1	0	3	5	7	0.00	4.67	0.00	2.40	4.02	0.00	1.21	0.00	6.75	6.20	0.00	1.08	0.00	3.18	5.25	7.68
SL1344_RS06400	2	3	0	4	1	12	5	2	2	12	8	5	1	7	6	12	7.02	3.50	0.00	4.80	2.01	13.99	6.03	2.77	3.37	9.30	8.99	5.41	3.32	7.42	6.30	13.16
SL1344_RS06405	1	8	1	10	3	15	15	7	9	16	11	5	3	19	21	33	3.51	9.35	7.21	12.01	6.04	17.49	18.10	9.69	15.18	12.40	12.37	5.41	9.96	20.14	22.05	36.19
gapA	52	204	18	229	139	373	466	94	76	207	499	498	121	432	424	511	182.60	238.34	129.84	275.08	279.73	434.98	562.20	130.11	128.22	160.37	561.05	538.46	401.59	458.01	445.20	560.44
msrB	2	4	2	0	2	9	9	3	5	5	1	3	2	3	7	4	7.02	4.67	14.43	0.00	4.02	10.50	10.86	4.15	8.44	3.87	1.12	3.24	6.64	3.18	7.35	4.39
SL1344_RS06420	4	6	2	5	3	10	8	1	5	9	3	6	1	3	6	4	14.05	7.01	14.43	6.01	6.04	11.66	9.65	1.38	8.44	6.97	3.37	6.49	3.32	3.18	6.30	4.39
pncA	1	3	0	6	2	8	2	2	4	8	4	3	1	11	3	5	3.51	3.50	0.00	7.21	4.02	9.33	2.41	2.77	6.75	6.20	4.50	3.24	3.32	11.66	3.15	5.48
ansA	1	3	0	5	1	5	4	4	6	4	5	3	0	7	0	6	3.51	3.50	0.00	6.01	2.01	5.83	4.83	5.54	10.12	3.10	5.62	3.24	0.00	7.42	0.00	6.58
sppA	3	3	2	7	7	3	9	4	3	10	11	14	3	12	6	10	10.53	3.50	14.43	8.41	14.09	3.50	10.86	5.54	5.06	7.75	12.37	15.14	9.96	12.72	6.30	10.97
SL1344_RS06440	2	5	1	2	1	11	5	1	3	6	3	6	3	1	5	8	7.02	5.84	7.21	2.40	2.01	12.83	6.03	1.38	5.06	4.65	3.37	6.49	9.96	1.06	5.25	8.77
selD	3	12	1	15	9	12	17	5	13	18	19	19	9	13	17	24	10.53	14.02	7.21	18.02	18.11	13.99	20.51	6.92	21.93	13.95	21.36	20.54	29.87	13.78	17.85	26.32
topB	10	22	4	21	17	26	15	13	13	37	28	33	8	29	21	35	35.11	25.70	28.85	25.23	34.21	30.32	18.10	17.99	21.93	28.66	31.48	35.68	26.55	30.75	22.05	38.39
gdhA	9	11	6	9	11	18	9	6	12	18	18	19	4	18	5	16	31.60	12.85	43.28	10.81	22.14	20.99	10.86	8.31	20.25	13.95	20.24	20.54	13.28	19.08	5.25	17.55
SL1344_RS06460	2	2	2	12	3	33	13	3	3	16	4	2	1	5	11	39	7.02	2.34	14.43	14.41	6.04	38.48	15.68	4.15	5.06	12.40	4.50	2.16	3.32	5.30	11.55	42.77
SL1344_RS06465	2	4	3	16	4	35	14	4	3	16	5	5	1	5	12	33	7.02	4.67	21.64	19.22	8.05	40.82	16.89	5.54	5.06	12.40	5.62	5.41	3.32	5.30	12.60	36.19
xthA	1	1	0	7	1	14	4	3	6	9	5	4	1	3	6	12	3.51	1.17	0.00	8.41	2.01	16.33	4.83	4.15	10.12	6.97	5.62	4.32	3.32	3.18	6.30	13.16
SL1344_RS06475	0	1	0	0	1	2	0	1	1	2	0	1	0	0	0	1	0.00	1.17	0.00	0.00	2.01	2.33	0.00	1.38	1.69	1.55	0.00	1.08	0.00	0.00	0.00	1.10
astA	0	1	0	0	1	0	0	0	1	3	1	2	0	1	0	1	0.00	1.17	0.00	0.00	2.01	0.00	0.00	0.00	1.69	2.32	1.12	2.16	0.00	1.06	0.00	1.10
astD	0	0	0	0	0	1	2	0	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	1.17	2.41	0.00	1.69	0.77	1.12	0.00	0.00	0.00	0.00	0.00
astB	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0.00	0.00	0.00	0.00	0.00	0.00	1.21	0.00	0.00	0.00	2.25	0.00	3.32	1.06	0.00	0.00
astE	1	0	0	2	1	2	2	2	1	2	0	2	1	2	1	0	3.51	0.00	0.00	2.40	2.01	2.33	2.41	2.77	1.69	1.55	0.00	2.16	3.32	2.12	1.05	0.00
spy	0	4	1	3	4	0	52	3	3	4	8	11	2	5	3	1	0.00	4.67	7.21	3.60	8.05	0.00	62.73	4.15	5.06	3.10	8.99	11.89	6.64	5.30	3.15	1.10
cho	0	9	0	6	9	9	18	14	12	22	4	7	5	10	8	4	0.00	10.51	0.00	7.21	18.11	10.50	21.72	19.38	20.25	17.04	4.50	7.57	16.59	10.60	8.40	4.39
nadE	5	7	0	15	7	7	10	4	9	18	9	9	4	20	5	12	17.56	8.18	0.00	18.02	14.09	8.16	12.06	5.54	15.18	13.95	10.12	9.73	13.28	21.20	5.25	13.16
osmE	4	16	2	28	7	11	32	10	5	14	23	24	4	20	11	15	14.05	18.69	14.43	33.63	14.09	12.83	38.61	13.84	8.44	10.85	25.86	25.95	13.28	21.20	11.55	16.45
chbB	2	4	0	2	2	3	1	0	5	7	4	0	0	2	4	3	7.02	4.67	0.00	2.40	4.02	3.50	1.21	0.00	8.44	5.42	4.50	0.00	0.00	2.12	4.20	3.29
