run_accession,corpus
SRR15195871,NCBI_Salmonella_Stage2
SRR15195872,NCBI_Salmonella_Stage2
SRR15195873,NCBI_Salmonella_Stage2
SRR15195874,NCBI_Salmonella_Stage2
SRR15195875,NCBI_Salmonella_Stage2
SRR15196311,NCBI_Salmonella_Stage2
SRR15196312,NCBI_Salmonella_Stage2
SRR15196313,NCBI_Salmonella_Stage2
SRR15196314,NCBI_Salmonella_Stage2
SRR15196315,NCBI_Salmonella_Stage2
SRR15196316,NCBI_Salmonella_Stage2
SRR15196317,NCBI_Salmonella_Stage2
SRR15196318,NCBI_Salmonella_Stage2
SRR15196319,NCBI_Salmonella_Stage2
SRR15196320,NCBI_Salmonella_Stage2
SRR15196321,NCBI_Salmonella_Stage2
SRR15196322,NCBI_Salmonella_Stage2
SRR15295411,NCBI_Salmonella_Stage2
SRR15295412,NCBI_Salmonella_Stage2
SRR1532983,NCBI_Salmonella_Stage2
SRR1532984,NCBI_Salmonella_Stage2
SRR1532985,NCBI_Salmonella_Stage2
SRR1532986,NCBI_Salmonella_Stage2
SRR15371702,NCBI_Salmonella_Stage2
SRR15371704,NCBI_Salmonella_Stage2
SRR15371705,NCBI_Salmonella_Stage2
SRR15371706,NCBI_Salmonella_Stage2
SRR15371710,NCBI_Salmonella_Stage2
SRR15371712,NCBI_Salmonella_Stage2
SRR15371713,NCBI_Salmonella_Stage2
SRR15371714,NCBI_Salmonella_Stage2
SRR15371715,NCBI_Salmonella_Stage2
SRR15371716,NCBI_Salmonella_Stage2
SRR15371717,NCBI_Salmonella_Stage2
SRR15371718,NCBI_Salmonella_Stage2
SRR15371719,NCBI_Salmonella_Stage2
SRR15371720,NCBI_Salmonella_Stage2
SRR15371721,NCBI_Salmonella_Stage2
SRR15371722,NCBI_Salmonella_Stage2
SRR15371723,NCBI_Salmonella_Stage2
SRR15371724,NCBI_Salmonella_Stage2
SRR15371725,NCBI_Salmonella_Stage2
SRR15371726,NCBI_Salmonella_Stage2
SRR15371727,NCBI_Salmonella_Stage2
SRR15371728,NCBI_Salmonella_Stage2
SRR15371729,NCBI_Salmonella_Stage2
SRR15371730,NCBI_Salmonella_Stage2
SRR15371731,NCBI_Salmonella_Stage2
SRR15371732,NCBI_Salmonella_Stage2
SRR15371734,NCBI_Salmonella_Stage2
SRR15371735,NCBI_Salmonella_Stage2
SRR15371736,NCBI_Salmonella_Stage2
SRR15371737,NCBI_Salmonella_Stage2
SRR15371738,NCBI_Salmonella_Stage2
SRR15371739,NCBI_Salmonella_Stage2
SRR15371740,NCBI_Salmonella_Stage2
SRR15371741,NCBI_Salmonella_Stage2
SRR15371742,NCBI_Salmonella_Stage2
SRR15371743,NCBI_Salmonella_Stage2
SRR15371744,NCBI_Salmonella_Stage2
SRR15371745,NCBI_Salmonella_Stage2
SRR15371746,NCBI_Salmonella_Stage2
SRR15371747,NCBI_Salmonella_Stage2
SRR15371748,NCBI_Salmonella_Stage2
SRR15371749,NCBI_Salmonella_Stage2
SRR15669021,NCBI_Salmonella_Stage2
SRR15669022,NCBI_Salmonella_Stage2
SRR15669023,NCBI_Salmonella_Stage2
SRR15696895,NCBI_Salmonella_Stage2
SRR15696896,NCBI_Salmonella_Stage2
SRR15696897,NCBI_Salmonella_Stage2
SRR15696898,NCBI_Salmonella_Stage2
SRR15696899,NCBI_Salmonella_Stage2
SRR15696900,NCBI_Salmonella_Stage2
SRR15829006,NCBI_Salmonella_Stage2
SRR15829007,NCBI_Salmonella_Stage2
SRR15829008,NCBI_Salmonella_Stage2
SRR15829009,NCBI_Salmonella_Stage2
SRR15829010,NCBI_Salmonella_Stage2
SRR15904306,NCBI_Salmonella_Stage2
SRR15904307,NCBI_Salmonella_Stage2
SRR15904308,NCBI_Salmonella_Stage2
SRR15904309,NCBI_Salmonella_Stage2
SRR15904310,NCBI_Salmonella_Stage2
SRR15904311,NCBI_Salmonella_Stage2
SRR15904312,NCBI_Salmonella_Stage2
SRR15904313,NCBI_Salmonella_Stage2
SRR15904314,NCBI_Salmonella_Stage2
SRR15904315,NCBI_Salmonella_Stage2
SRR15904316,NCBI_Salmonella_Stage2
SRR15904317,NCBI_Salmonella_Stage2
SRR16127089,NCBI_Salmonella_Stage2
SRR16127090,NCBI_Salmonella_Stage2
SRR16127091,NCBI_Salmonella_Stage2
SRR16127092,NCBI_Salmonella_Stage2
SRR16127093,NCBI_Salmonella_Stage2
SRR16127094,NCBI_Salmonella_Stage2
SRR16127095,NCBI_Salmonella_Stage2
SRR16127096,NCBI_Salmonella_Stage2
SRR16127097,NCBI_Salmonella_Stage2
SRR16127098,NCBI_Salmonella_Stage2
SRR16127099,NCBI_Salmonella_Stage2
SRR16127100,NCBI_Salmonella_Stage2
SRR16127972,NCBI_Salmonella_Stage2
SRR16127973,NCBI_Salmonella_Stage2
SRR16127974,NCBI_Salmonella_Stage2
SRR16127975,NCBI_Salmonella_Stage2
SRR16127976,NCBI_Salmonella_Stage2
SRR16127977,NCBI_Salmonella_Stage2
SRR16127978,NCBI_Salmonella_Stage2
SRR16127979,NCBI_Salmonella_Stage2
SRR16127980,NCBI_Salmonella_Stage2
SRR16127981,NCBI_Salmonella_Stage2
SRR16127982,NCBI_Salmonella_Stage2
SRR16278048,NCBI_Salmonella_Stage2
SRR16278049,NCBI_Salmonella_Stage2
SRR16278051,NCBI_Salmonella_Stage2
SRR16278052,NCBI_Salmonella_Stage2
SRR16278053,NCBI_Salmonella_Stage2
SRR16278054,NCBI_Salmonella_Stage2
SRR16278055,NCBI_Salmonella_Stage2
SRR16278056,NCBI_Salmonella_Stage2
SRR16278057,NCBI_Salmonella_Stage2
SRR16278058,NCBI_Salmonella_Stage2
SRR16278059,NCBI_Salmonella_Stage2
SRR16278060,NCBI_Salmonella_Stage2
SRR16278062,NCBI_Salmonella_Stage2
SRR16278063,NCBI_Salmonella_Stage2
SRR16278064,NCBI_Salmonella_Stage2
SRR16278065,NCBI_Salmonella_Stage2
SRR16278066,NCBI_Salmonella_Stage2
SRR16278067,NCBI_Salmonella_Stage2
SRR16278068,NCBI_Salmonella_Stage2
SRR16278069,NCBI_Salmonella_Stage2
SRR16278070,NCBI_Salmonella_Stage2
SRR16278071,NCBI_Salmonella_Stage2
SRR16278073,NCBI_Salmonella_Stage2
SRR16278074,NCBI_Salmonella_Stage2
SRR16278075,NCBI_Salmonella_Stage2
SRR16278076,NCBI_Salmonella_Stage2
SRR16278077,NCBI_Salmonella_Stage2
SRR16278078,NCBI_Salmonella_Stage2
SRR16278079,NCBI_Salmonella_Stage2
SRR16278080,NCBI_Salmonella_Stage2
SRR16278081,NCBI_Salmonella_Stage2
SRR16278082,NCBI_Salmonella_Stage2
SRR16278084,NCBI_Salmonella_Stage2
SRR16278085,NCBI_Salmonella_Stage2
SRR16278086,NCBI_Salmonella_Stage2
SRR16278087,NCBI_Salmonella_Stage2
SRR16371068,NCBI_Salmonella_Stage2
SRR16371069,NCBI_Salmonella_Stage2
SRR1640296,NCBI_Salmonella_Stage2
SRR1640297,NCBI_Salmonella_Stage2
SRR1640298,NCBI_Salmonella_Stage2
SRR1640299,NCBI_Salmonella_Stage2
SRR1640300,NCBI_Salmonella_Stage2
SRR1640301,NCBI_Salmonella_Stage2
SRR1640302,NCBI_Salmonella_Stage2
SRR1640303,NCBI_Salmonella_Stage2
SRR1640304,NCBI_Salmonella_Stage2
SRR1640305,NCBI_Salmonella_Stage2
SRR1640306,NCBI_Salmonella_Stage2
SRR1640307,NCBI_Salmonella_Stage2
SRR1640308,NCBI_Salmonella_Stage2
SRR1640309,NCBI_Salmonella_Stage2
SRR1640310,NCBI_Salmonella_Stage2
SRR1640311,NCBI_Salmonella_Stage2
SRR1640312,NCBI_Salmonella_Stage2
SRR1640313,NCBI_Salmonella_Stage2
SRR1640314,NCBI_Salmonella_Stage2
SRR1640315,NCBI_Salmonella_Stage2
SRR16686419,NCBI_Salmonella_Stage2
SRR16686420,NCBI_Salmonella_Stage2
SRR16686421,NCBI_Salmonella_Stage2
SRR16686422,NCBI_Salmonella_Stage2
SRR16686423,NCBI_Salmonella_Stage2
SRR16686425,NCBI_Salmonella_Stage2
SRR17831273,NCBI_Salmonella_Stage2
SRR17831274,NCBI_Salmonella_Stage2
SRR17831275,NCBI_Salmonella_Stage2
SRR1784824,NCBI_Salmonella_Stage2
SRR1792912,NCBI_Salmonella_Stage2
SRR1792914,NCBI_Salmonella_Stage2
SRR18143718,NCBI_Salmonella_Stage2
SRR18143719,NCBI_Salmonella_Stage2
SRR18143720,NCBI_Salmonella_Stage2
SRR18143721,NCBI_Salmonella_Stage2
SRR18143722,NCBI_Salmonella_Stage2
SRR18143723,NCBI_Salmonella_Stage2
SRR18143724,NCBI_Salmonella_Stage2
SRR18143725,NCBI_Salmonella_Stage2
SRR18502976,NCBI_Salmonella_Stage2
SRR18502977,NCBI_Salmonella_Stage2
SRR18502978,NCBI_Salmonella_Stage2
SRR18502979,NCBI_Salmonella_Stage2
SRR18502980,NCBI_Salmonella_Stage2
SRR18502981,NCBI_Salmonella_Stage2
SRR18502982,NCBI_Salmonella_Stage2
SRR18502983,NCBI_Salmonella_Stage2
SRR18502984,NCBI_Salmonella_Stage2
SRR18502985,NCBI_Salmonella_Stage2
SRR18502986,NCBI_Salmonella_Stage2
SRR18502987,NCBI_Salmonella_Stage2
SRR18502988,NCBI_Salmonella_Stage2
SRR18502989,NCBI_Salmonella_Stage2
SRR18502990,NCBI_Salmonella_Stage2
SRR18502991,NCBI_Salmonella_Stage2
SRR18502992,NCBI_Salmonella_Stage2
SRR18502993,NCBI_Salmonella_Stage2
SRR18502994,NCBI_Salmonella_Stage2
SRR18502995,NCBI_Salmonella_Stage2
SRR18502996,NCBI_Salmonella_Stage2
SRR18502997,NCBI_Salmonella_Stage2
SRR18502998,NCBI_Salmonella_Stage2
SRR18502999,NCBI_Salmonella_Stage2
SRR18503000,NCBI_Salmonella_Stage2
SRR18503001,NCBI_Salmonella_Stage2
SRR18503002,NCBI_Salmonella_Stage2
SRR18503003,NCBI_Salmonella_Stage2
SRR18512923,NCBI_Salmonella_Stage2
SRR18512924,NCBI_Salmonella_Stage2
SRR18512925,NCBI_Salmonella_Stage2
SRR18512926,NCBI_Salmonella_Stage2
SRR18512927,NCBI_Salmonella_Stage2
SRR18512928,NCBI_Salmonella_Stage2
SRR18512929,NCBI_Salmonella_Stage2
SRR18512930,NCBI_Salmonella_Stage2
SRR18512931,NCBI_Salmonella_Stage2
SRR18512932,NCBI_Salmonella_Stage2
SRR18512933,NCBI_Salmonella_Stage2
SRR18512934,NCBI_Salmonella_Stage2
SRR18512935,NCBI_Salmonella_Stage2
SRR18512936,NCBI_Salmonella_Stage2
SRR18512937,NCBI_Salmonella_Stage2
SRR18512938,NCBI_Salmonella_Stage2
SRR18512939,NCBI_Salmonella_Stage2
SRR18512940,NCBI_Salmonella_Stage2
SRR18512941,NCBI_Salmonella_Stage2
SRR18512942,NCBI_Salmonella_Stage2
SRR18512943,NCBI_Salmonella_Stage2
SRR18779942,NCBI_Salmonella_Stage2
SRR18779943,NCBI_Salmonella_Stage2
SRR18779944,NCBI_Salmonella_Stage2
SRR18779945,NCBI_Salmonella_Stage2
SRR18779946,NCBI_Salmonella_Stage2
SRR18779947,NCBI_Salmonella_Stage2
SRR18831514,NCBI_Salmonella_Stage2
SRR18831515,NCBI_Salmonella_Stage2
SRR18831516,NCBI_Salmonella_Stage2
SRR18831517,NCBI_Salmonella_Stage2
SRR18831518,NCBI_Salmonella_Stage2
SRR18831519,NCBI_Salmonella_Stage2
SRR18831520,NCBI_Salmonella_Stage2
SRR18831521,NCBI_Salmonella_Stage2
SRR18831522,NCBI_Salmonella_Stage2
SRR18831523,NCBI_Salmonella_Stage2
SRR18831524,NCBI_Salmonella_Stage2
SRR18831525,NCBI_Salmonella_Stage2
SRR18894009,NCBI_Salmonella_Stage2
SRR18894010,NCBI_Salmonella_Stage2
SRR18894011,NCBI_Salmonella_Stage2
SRR18894012,NCBI_Salmonella_Stage2
SRR18894013,NCBI_Salmonella_Stage2
SRR18894014,NCBI_Salmonella_Stage2
SRR18894015,NCBI_Salmonella_Stage2
SRR18894016,NCBI_Salmonella_Stage2
SRR18894017,NCBI_Salmonella_Stage2
SRR18894019,NCBI_Salmonella_Stage2
SRR18894020,NCBI_Salmonella_Stage2
SRR18894021,NCBI_Salmonella_Stage2
SRR18894022,NCBI_Salmonella_Stage2
SRR18894023,NCBI_Salmonella_Stage2
SRR18894024,NCBI_Salmonella_Stage2
SRR18894025,NCBI_Salmonella_Stage2
SRR18894026,NCBI_Salmonella_Stage2
SRR18894027,NCBI_Salmonella_Stage2
SRR19309087,NCBI_Salmonella_Stage2
SRR19309088,NCBI_Salmonella_Stage2
SRR19309089,NCBI_Salmonella_Stage2
SRR19309090,NCBI_Salmonella_Stage2
SRR19309091,NCBI_Salmonella_Stage2
SRR19309092,NCBI_Salmonella_Stage2
SRR19309093,NCBI_Salmonella_Stage2
SRR19309094,NCBI_Salmonella_Stage2
SRR19426961,NCBI_Salmonella_Stage2
SRR19426962,NCBI_Salmonella_Stage2
SRR19426963,NCBI_Salmonella_Stage2
SRR19426964,NCBI_Salmonella_Stage2
SRR19426965,NCBI_Salmonella_Stage2
SRR19426966,NCBI_Salmonella_Stage2
SRR19426967,NCBI_Salmonella_Stage2
SRR19426968,NCBI_Salmonella_Stage2
SRR19426969,NCBI_Salmonella_Stage2
SRR19426970,NCBI_Salmonella_Stage2
SRR19426971,NCBI_Salmonella_Stage2
SRR19426972,NCBI_Salmonella_Stage2
SRR19426973,NCBI_Salmonella_Stage2
SRR19426974,NCBI_Salmonella_Stage2
SRR19426975,NCBI_Salmonella_Stage2
SRR19426976,NCBI_Salmonella_Stage2
SRR19426977,NCBI_Salmonella_Stage2
SRR19426978,NCBI_Salmonella_Stage2
SRR19426979,NCBI_Salmonella_Stage2
SRR19426980,NCBI_Salmonella_Stage2
SRR19426981,NCBI_Salmonella_Stage2
SRR19426982,NCBI_Salmonella_Stage2
SRR19426983,NCBI_Salmonella_Stage2
SRR19426984,NCBI_Salmonella_Stage2
SRR19426985,NCBI_Salmonella_Stage2
SRR19426986,NCBI_Salmonella_Stage2
SRR19426987,NCBI_Salmonella_Stage2
SRR19426988,NCBI_Salmonella_Stage2
SRR19426989,NCBI_Salmonella_Stage2
SRR19426990,NCBI_Salmonella_Stage2
SRR19426991,NCBI_Salmonella_Stage2
SRR19426992,NCBI_Salmonella_Stage2
SRR19426993,NCBI_Salmonella_Stage2
SRR19426994,NCBI_Salmonella_Stage2
SRR19426995,NCBI_Salmonella_Stage2
SRR19426996,NCBI_Salmonella_Stage2
SRR19426997,NCBI_Salmonella_Stage2
SRR19426998,NCBI_Salmonella_Stage2
SRR19426999,NCBI_Salmonella_Stage2
SRR19427000,NCBI_Salmonella_Stage2
SRR19427001,NCBI_Salmonella_Stage2
SRR19427002,NCBI_Salmonella_Stage2
SRR19427003,NCBI_Salmonella_Stage2
SRR19427004,NCBI_Salmonella_Stage2
SRR19427005,NCBI_Salmonella_Stage2
SRR19427006,NCBI_Salmonella_Stage2
SRR19427007,NCBI_Salmonella_Stage2
SRR19427008,NCBI_Salmonella_Stage2
SRR1950133,NCBI_Salmonella_Stage2
SRR1950135,NCBI_Salmonella_Stage2
SRR1950137,NCBI_Salmonella_Stage2
SRR1950140,NCBI_Salmonella_Stage2
SRR1950141,NCBI_Salmonella_Stage2
SRR1950142,NCBI_Salmonella_Stage2
SRR1950145,NCBI_Salmonella_Stage2
SRR1950146,NCBI_Salmonella_Stage2
SRR1950147,NCBI_Salmonella_Stage2
SRR1950207,NCBI_Salmonella_Stage2
SRR1950208,NCBI_Salmonella_Stage2
SRR1950209,NCBI_Salmonella_Stage2
SRR1950210,NCBI_Salmonella_Stage2
SRR1950211,NCBI_Salmonella_Stage2
SRR1950212,NCBI_Salmonella_Stage2
SRR1950213,NCBI_Salmonella_Stage2
SRR1950214,NCBI_Salmonella_Stage2
SRR1950215,NCBI_Salmonella_Stage2
SRR1950216,NCBI_Salmonella_Stage2
SRR1950217,NCBI_Salmonella_Stage2
SRR1950218,NCBI_Salmonella_Stage2
SRR1950220,NCBI_Salmonella_Stage2
SRR1950222,NCBI_Salmonella_Stage2
SRR1950224,NCBI_Salmonella_Stage2
SRR1950226,NCBI_Salmonella_Stage2
SRR1950228,NCBI_Salmonella_Stage2
SRR1950230,NCBI_Salmonella_Stage2
SRR1950231,NCBI_Salmonella_Stage2
SRR1950232,NCBI_Salmonella_Stage2
SRR1950233,NCBI_Salmonella_Stage2
SRR1950234,NCBI_Salmonella_Stage2
SRR1950235,NCBI_Salmonella_Stage2
SRR1950236,NCBI_Salmonella_Stage2
SRR1950237,NCBI_Salmonella_Stage2
SRR1950238,NCBI_Salmonella_Stage2
SRR1950239,NCBI_Salmonella_Stage2
SRR1950248,NCBI_Salmonella_Stage2
SRR1950249,NCBI_Salmonella_Stage2
SRR1950254,NCBI_Salmonella_Stage2
SRR1950256,NCBI_Salmonella_Stage2
SRR1950258,NCBI_Salmonella_Stage2
SRR1950260,NCBI_Salmonella_Stage2
SRR1950261,NCBI_Salmonella_Stage2
SRR1950262,NCBI_Salmonella_Stage2
SRR1950263,NCBI_Salmonella_Stage2
SRR1950265,NCBI_Salmonella_Stage2
SRR1950291,NCBI_Salmonella_Stage2
SRR1950292,NCBI_Salmonella_Stage2
SRR1950293,NCBI_Salmonella_Stage2
SRR1950295,NCBI_Salmonella_Stage2
SRR1950296,NCBI_Salmonella_Stage2
SRR1950301,NCBI_Salmonella_Stage2
SRR1950306,NCBI_Salmonella_Stage2
SRR1950308,NCBI_Salmonella_Stage2
SRR1950309,NCBI_Salmonella_Stage2
SRR1950310,NCBI_Salmonella_Stage2
SRR1974532,NCBI_Salmonella_Stage2
SRR1974533,NCBI_Salmonella_Stage2
SRR19790955,NCBI_Salmonella_Stage2
SRR19790956,NCBI_Salmonella_Stage2
SRR19790957,NCBI_Salmonella_Stage2
SRR19790958,NCBI_Salmonella_Stage2
SRR19790959,NCBI_Salmonella_Stage2
SRR19790960,NCBI_Salmonella_Stage2
SRR19790961,NCBI_Salmonella_Stage2
SRR19790962,NCBI_Salmonella_Stage2
SRR19790963,NCBI_Salmonella_Stage2
SRR19790964,NCBI_Salmonella_Stage2
SRR19790966,NCBI_Salmonella_Stage2
SRR19963708,NCBI_Salmonella_Stage2
SRR19963709,NCBI_Salmonella_Stage2
SRR19963710,NCBI_Salmonella_Stage2
SRR19963711,NCBI_Salmonella_Stage2
SRR19963712,NCBI_Salmonella_Stage2
SRR19963713,NCBI_Salmonella_Stage2
SRR19963714,NCBI_Salmonella_Stage2
SRR19963715,NCBI_Salmonella_Stage2
SRR19963716,NCBI_Salmonella_Stage2
SRR19987127,NCBI_Salmonella_Stage2
SRR19987128,NCBI_Salmonella_Stage2
SRR19987129,NCBI_Salmonella_Stage2
SRR19987130,NCBI_Salmonella_Stage2
SRR19987132,NCBI_Salmonella_Stage2
SRR19987134,NCBI_Salmonella_Stage2
SRR19987136,NCBI_Salmonella_Stage2
SRR19987138,NCBI_Salmonella_Stage2
SRR19987139,NCBI_Salmonella_Stage2
SRR19987147,NCBI_Salmonella_Stage2
SRR19987148,NCBI_Salmonella_Stage2
SRR19987149,NCBI_Salmonella_Stage2
SRR19987150,NCBI_Salmonella_Stage2
SRR20052663,NCBI_Salmonella_Stage2
SRR20052664,NCBI_Salmonella_Stage2
SRR20052665,NCBI_Salmonella_Stage2
SRR20052668,NCBI_Salmonella_Stage2
SRR20052669,NCBI_Salmonella_Stage2
SRR20052670,NCBI_Salmonella_Stage2
SRR2149854,NCBI_Salmonella_Stage2
SRR2149882,NCBI_Salmonella_Stage2
SRR2149890,NCBI_Salmonella_Stage2
SRR2149893,NCBI_Salmonella_Stage2
SRR2149895,NCBI_Salmonella_Stage2
SRR2149899,NCBI_Salmonella_Stage2
SRR2153542,NCBI_Salmonella_Stage2
SRR2153543,NCBI_Salmonella_Stage2
SRR2153544,NCBI_Salmonella_Stage2
SRR21887551,NCBI_Salmonella_Stage2
SRR21887552,NCBI_Salmonella_Stage2
SRR21968683,NCBI_Salmonella_Stage2
SRR21968684,NCBI_Salmonella_Stage2
SRR22098035,NCBI_Salmonella_Stage2
SRR22098036,NCBI_Salmonella_Stage2
SRR22098037,NCBI_Salmonella_Stage2
SRR22098038,NCBI_Salmonella_Stage2
SRR22098039,NCBI_Salmonella_Stage2
SRR22098040,NCBI_Salmonella_Stage2
SRR22244216,NCBI_Salmonella_Stage2
SRR22244217,NCBI_Salmonella_Stage2
SRR22244218,NCBI_Salmonella_Stage2
SRR22244219,NCBI_Salmonella_Stage2
SRR22244220,NCBI_Salmonella_Stage2
SRR22244221,NCBI_Salmonella_Stage2
SRR22244222,NCBI_Salmonella_Stage2
SRR22244223,NCBI_Salmonella_Stage2
SRR22244224,NCBI_Salmonella_Stage2
SRR22244225,NCBI_Salmonella_Stage2
SRR22244226,NCBI_Salmonella_Stage2
SRR22244227,NCBI_Salmonella_Stage2
SRR22392641,NCBI_Salmonella_Stage2
SRR22392642,NCBI_Salmonella_Stage2
SRR22392643,NCBI_Salmonella_Stage2
SRR22392649,NCBI_Salmonella_Stage2
SRR22392848,NCBI_Salmonella_Stage2
SRR22392849,NCBI_Salmonella_Stage2
SRR22392850,NCBI_Salmonella_Stage2
SRR22392851,NCBI_Salmonella_Stage2
SRR22392852,NCBI_Salmonella_Stage2
SRR22392853,NCBI_Salmonella_Stage2
SRR22392854,NCBI_Salmonella_Stage2
SRR22392855,NCBI_Salmonella_Stage2
SRR22392856,NCBI_Salmonella_Stage2
SRR22392857,NCBI_Salmonella_Stage2
SRR22392858,NCBI_Salmonella_Stage2
SRR22392859,NCBI_Salmonella_Stage2
SRR22392860,NCBI_Salmonella_Stage2
SRR22392861,NCBI_Salmonella_Stage2
SRR22392862,NCBI_Salmonella_Stage2
SRR22392863,NCBI_Salmonella_Stage2
SRR22392864,NCBI_Salmonella_Stage2
SRR22392865,NCBI_Salmonella_Stage2
SRR22392866,NCBI_Salmonella_Stage2
SRR22392867,NCBI_Salmonella_Stage2
SRR22392868,NCBI_Salmonella_Stage2
SRR22392869,NCBI_Salmonella_Stage2
SRR22392870,NCBI_Salmonella_Stage2
SRR22392871,NCBI_Salmonella_Stage2
SRR22392872,NCBI_Salmonella_Stage2
SRR22392873,NCBI_Salmonella_Stage2
SRR22392874,NCBI_Salmonella_Stage2
SRR22392875,NCBI_Salmonella_Stage2
SRR22392876,NCBI_Salmonella_Stage2
SRR22392877,NCBI_Salmonella_Stage2
SRR22392878,NCBI_Salmonella_Stage2
SRR22392879,NCBI_Salmonella_Stage2
SRR22392880,NCBI_Salmonella_Stage2
SRR22392881,NCBI_Salmonella_Stage2
SRR22392882,NCBI_Salmonella_Stage2
SRR22392883,NCBI_Salmonella_Stage2
SRR22392884,NCBI_Salmonella_Stage2
SRR22392885,NCBI_Salmonella_Stage2
SRR22392886,NCBI_Salmonella_Stage2
SRR22392887,NCBI_Salmonella_Stage2
SRR22392888,NCBI_Salmonella_Stage2
SRR22392889,NCBI_Salmonella_Stage2
SRR22392890,NCBI_Salmonella_Stage2
SRR22392891,NCBI_Salmonella_Stage2
SRR22392892,NCBI_Salmonella_Stage2
SRR22392893,NCBI_Salmonella_Stage2
SRR22392894,NCBI_Salmonella_Stage2
SRR22392895,NCBI_Salmonella_Stage2
SRR22392896,NCBI_Salmonella_Stage2
SRR22392897,NCBI_Salmonella_Stage2
SRR22392898,NCBI_Salmonella_Stage2
SRR22392899,NCBI_Salmonella_Stage2
SRR22392900,NCBI_Salmonella_Stage2
SRR22392901,NCBI_Salmonella_Stage2
SRR22392902,NCBI_Salmonella_Stage2
SRR22392903,NCBI_Salmonella_Stage2
SRR22392904,NCBI_Salmonella_Stage2
SRR22392905,NCBI_Salmonella_Stage2
SRR22392906,NCBI_Salmonella_Stage2
SRR22392907,NCBI_Salmonella_Stage2
SRR22392908,NCBI_Salmonella_Stage2
SRR22392909,NCBI_Salmonella_Stage2
SRR22392910,NCBI_Salmonella_Stage2
SRR22392911,NCBI_Salmonella_Stage2
SRR22392912,NCBI_Salmonella_Stage2
SRR22392913,NCBI_Salmonella_Stage2
SRR22392914,NCBI_Salmonella_Stage2
SRR22392915,NCBI_Salmonella_Stage2
SRR22392916,NCBI_Salmonella_Stage2
SRR22392917,NCBI_Salmonella_Stage2
SRR22392918,NCBI_Salmonella_Stage2
SRR22392919,NCBI_Salmonella_Stage2
SRR22392920,NCBI_Salmonella_Stage2
SRR22392921,NCBI_Salmonella_Stage2
SRR22392922,NCBI_Salmonella_Stage2
SRR22392923,NCBI_Salmonella_Stage2
SRR22392924,NCBI_Salmonella_Stage2
SRR22392925,NCBI_Salmonella_Stage2
SRR22392926,NCBI_Salmonella_Stage2
SRR22392927,NCBI_Salmonella_Stage2
SRR22392928,NCBI_Salmonella_Stage2
SRR22392929,NCBI_Salmonella_Stage2
SRR22392930,NCBI_Salmonella_Stage2
SRR22392931,NCBI_Salmonella_Stage2
SRR22392932,NCBI_Salmonella_Stage2
SRR22392933,NCBI_Salmonella_Stage2
SRR22392934,NCBI_Salmonella_Stage2
SRR22392935,NCBI_Salmonella_Stage2
SRR22392936,NCBI_Salmonella_Stage2
SRR22392937,NCBI_Salmonella_Stage2
SRR22392938,NCBI_Salmonella_Stage2
SRR22392939,NCBI_Salmonella_Stage2
SRR22392940,NCBI_Salmonella_Stage2
SRR22392941,NCBI_Salmonella_Stage2
SRR22392942,NCBI_Salmonella_Stage2
SRR22392943,NCBI_Salmonella_Stage2
SRR22392944,NCBI_Salmonella_Stage2
SRR22392945,NCBI_Salmonella_Stage2
SRR22392946,NCBI_Salmonella_Stage2
SRR22392947,NCBI_Salmonella_Stage2
SRR22392948,NCBI_Salmonella_Stage2
SRR22392949,NCBI_Salmonella_Stage2
SRR22392950,NCBI_Salmonella_Stage2
SRR22392951,NCBI_Salmonella_Stage2
SRR22392952,NCBI_Salmonella_Stage2
SRR22392953,NCBI_Salmonella_Stage2
SRR22392954,NCBI_Salmonella_Stage2
SRR22392955,NCBI_Salmonella_Stage2
SRR22392956,NCBI_Salmonella_Stage2
SRR22392957,NCBI_Salmonella_Stage2
SRR22392958,NCBI_Salmonella_Stage2
SRR22392959,NCBI_Salmonella_Stage2
SRR22392960,NCBI_Salmonella_Stage2
SRR22392961,NCBI_Salmonella_Stage2
SRR22392962,NCBI_Salmonella_Stage2
SRR22392963,NCBI_Salmonella_Stage2
SRR22392964,NCBI_Salmonella_Stage2
SRR22392965,NCBI_Salmonella_Stage2
SRR22392966,NCBI_Salmonella_Stage2
SRR22392967,NCBI_Salmonella_Stage2
SRR22392968,NCBI_Salmonella_Stage2
SRR22392969,NCBI_Salmonella_Stage2
SRR22392970,NCBI_Salmonella_Stage2
SRR22392971,NCBI_Salmonella_Stage2
SRR22392972,NCBI_Salmonella_Stage2
SRR22392973,NCBI_Salmonella_Stage2
SRR22392974,NCBI_Salmonella_Stage2
SRR22392975,NCBI_Salmonella_Stage2
SRR22392976,NCBI_Salmonella_Stage2
SRR22392977,NCBI_Salmonella_Stage2
SRR22392978,NCBI_Salmonella_Stage2
SRR22392979,NCBI_Salmonella_Stage2
SRR22392980,NCBI_Salmonella_Stage2
SRR22392981,NCBI_Salmonella_Stage2
SRR22392982,NCBI_Salmonella_Stage2
SRR22392983,NCBI_Salmonella_Stage2
SRR22392984,NCBI_Salmonella_Stage2
SRR22392985,NCBI_Salmonella_Stage2
SRR22392986,NCBI_Salmonella_Stage2
SRR22392987,NCBI_Salmonella_Stage2
SRR22392988,NCBI_Salmonella_Stage2
SRR22392989,NCBI_Salmonella_Stage2
SRR22392990,NCBI_Salmonella_Stage2
