run_accession,corpus
SRR10802365,NCBI_Salmonella_Stage2
SRR10802366,NCBI_Salmonella_Stage2
SRR10802367,NCBI_Salmonella_Stage2
SRR10802368,NCBI_Salmonella_Stage2
SRR10802369,NCBI_Salmonella_Stage2
SRR10843514,NCBI_Salmonella_Stage2
SRR10843515,NCBI_Salmonella_Stage2
SRR10843516,NCBI_Salmonella_Stage2
SRR10843517,NCBI_Salmonella_Stage2
SRR10843518,NCBI_Salmonella_Stage2
SRR10843519,NCBI_Salmonella_Stage2
SRR10843520,NCBI_Salmonella_Stage2
SRR10843521,NCBI_Salmonella_Stage2
SRR10843522,NCBI_Salmonella_Stage2
SRR10843523,NCBI_Salmonella_Stage2
SRR10843524,NCBI_Salmonella_Stage2
SRR10843525,NCBI_Salmonella_Stage2
SRR10843526,NCBI_Salmonella_Stage2
SRR10843527,NCBI_Salmonella_Stage2
SRR10843528,NCBI_Salmonella_Stage2
SRR10843529,NCBI_Salmonella_Stage2
SRR10843530,NCBI_Salmonella_Stage2
SRR10843531,NCBI_Salmonella_Stage2
SRR10843532,NCBI_Salmonella_Stage2
SRR10843533,NCBI_Salmonella_Stage2
SRR10843534,NCBI_Salmonella_Stage2
SRR10843535,NCBI_Salmonella_Stage2
SRR10843537,NCBI_Salmonella_Stage2
SRR11235557,NCBI_Salmonella_Stage2
SRR11235558,NCBI_Salmonella_Stage2
SRR11235560,NCBI_Salmonella_Stage2
SRR11235561,NCBI_Salmonella_Stage2
SRR11235562,NCBI_Salmonella_Stage2
SRR11235564,NCBI_Salmonella_Stage2
SRR11235568,NCBI_Salmonella_Stage2
SRR11342552,NCBI_Salmonella_Stage2
SRR11342553,NCBI_Salmonella_Stage2
SRR11342554,NCBI_Salmonella_Stage2
SRR11342555,NCBI_Salmonella_Stage2
SRR11342556,NCBI_Salmonella_Stage2
SRR11342557,NCBI_Salmonella_Stage2
SRR11342558,NCBI_Salmonella_Stage2
SRR11342559,NCBI_Salmonella_Stage2
SRR11342560,NCBI_Salmonella_Stage2
SRR11342561,NCBI_Salmonella_Stage2
SRR11342562,NCBI_Salmonella_Stage2
SRR11342563,NCBI_Salmonella_Stage2
SRR11342564,NCBI_Salmonella_Stage2
SRR11342565,NCBI_Salmonella_Stage2
SRR11342566,NCBI_Salmonella_Stage2
SRR11342567,NCBI_Salmonella_Stage2
SRR11342568,NCBI_Salmonella_Stage2
SRR11342569,NCBI_Salmonella_Stage2
SRR11342570,NCBI_Salmonella_Stage2
SRR11342571,NCBI_Salmonella_Stage2
SRR11342572,NCBI_Salmonella_Stage2
SRR11342573,NCBI_Salmonella_Stage2
SRR11342574,NCBI_Salmonella_Stage2
SRR11342575,NCBI_Salmonella_Stage2
SRR11342576,NCBI_Salmonella_Stage2
SRR11342577,NCBI_Salmonella_Stage2
SRR11342578,NCBI_Salmonella_Stage2
SRR11342579,NCBI_Salmonella_Stage2
SRR11342580,NCBI_Salmonella_Stage2
SRR11342581,NCBI_Salmonella_Stage2
SRR11342582,NCBI_Salmonella_Stage2
SRR11342583,NCBI_Salmonella_Stage2
SRR11394438,NCBI_Salmonella_Stage2
SRR11394439,NCBI_Salmonella_Stage2
SRR11394440,NCBI_Salmonella_Stage2
SRR11394441,NCBI_Salmonella_Stage2
SRR11394442,NCBI_Salmonella_Stage2
SRR11394443,NCBI_Salmonella_Stage2
SRR11394444,NCBI_Salmonella_Stage2
SRR11394445,NCBI_Salmonella_Stage2
SRR11394446,NCBI_Salmonella_Stage2
SRR11394447,NCBI_Salmonella_Stage2
SRR11394448,NCBI_Salmonella_Stage2
SRR11394449,NCBI_Salmonella_Stage2
SRR11566893,NCBI_Salmonella_Stage2
SRR11566894,NCBI_Salmonella_Stage2
SRR11566895,NCBI_Salmonella_Stage2
SRR11697809,NCBI_Salmonella_Stage2
SRR11697810,NCBI_Salmonella_Stage2
SRR11697811,NCBI_Salmonella_Stage2
SRR11697812,NCBI_Salmonella_Stage2
SRR1171871,NCBI_Salmonella_Stage2
SRR1171879,NCBI_Salmonella_Stage2
SRR1171887,NCBI_Salmonella_Stage2
SRR1172020,NCBI_Salmonella_Stage2
SRR11786153,NCBI_Salmonella_Stage2
SRR11786154,NCBI_Salmonella_Stage2
SRR11786155,NCBI_Salmonella_Stage2
SRR11786156,NCBI_Salmonella_Stage2
SRR11819500,NCBI_Salmonella_Stage2
SRR11819501,NCBI_Salmonella_Stage2
SRR11819502,NCBI_Salmonella_Stage2
SRR11819503,NCBI_Salmonella_Stage2
SRR11819504,NCBI_Salmonella_Stage2
SRR11819505,NCBI_Salmonella_Stage2
SRR11819507,NCBI_Salmonella_Stage2
SRR11819674,NCBI_Salmonella_Stage2
SRR11819675,NCBI_Salmonella_Stage2
SRR11819676,NCBI_Salmonella_Stage2
SRR11819677,NCBI_Salmonella_Stage2
SRR11819678,NCBI_Salmonella_Stage2
SRR11819679,NCBI_Salmonella_Stage2
SRR11819733,NCBI_Salmonella_Stage2
SRR11819734,NCBI_Salmonella_Stage2
SRR11819735,NCBI_Salmonella_Stage2
SRR11819736,NCBI_Salmonella_Stage2
SRR11819737,NCBI_Salmonella_Stage2
SRR11819738,NCBI_Salmonella_Stage2
SRR11971426,NCBI_Salmonella_Stage2
SRR11971427,NCBI_Salmonella_Stage2
SRR11971428,NCBI_Salmonella_Stage2
SRR11971429,NCBI_Salmonella_Stage2
SRR11971433,NCBI_Salmonella_Stage2
SRR11991126,NCBI_Salmonella_Stage2
SRR11991127,NCBI_Salmonella_Stage2
SRR11991128,NCBI_Salmonella_Stage2
SRR11991129,NCBI_Salmonella_Stage2
SRR11991130,NCBI_Salmonella_Stage2
SRR11991131,NCBI_Salmonella_Stage2
SRR11991132,NCBI_Salmonella_Stage2
SRR11991133,NCBI_Salmonella_Stage2
SRR11991134,NCBI_Salmonella_Stage2
SRR11991135,NCBI_Salmonella_Stage2
SRR11991136,NCBI_Salmonella_Stage2
SRR11991137,NCBI_Salmonella_Stage2
SRR11998458,NCBI_Salmonella_Stage2
SRR11998459,NCBI_Salmonella_Stage2
SRR11998461,NCBI_Salmonella_Stage2
SRR11998462,NCBI_Salmonella_Stage2
SRR11998463,NCBI_Salmonella_Stage2
SRR11998464,NCBI_Salmonella_Stage2
SRR11998465,NCBI_Salmonella_Stage2
SRR11998466,NCBI_Salmonella_Stage2
SRR11998467,NCBI_Salmonella_Stage2
SRR11998468,NCBI_Salmonella_Stage2
SRR11998469,NCBI_Salmonella_Stage2
SRR11998470,NCBI_Salmonella_Stage2
SRR11998471,NCBI_Salmonella_Stage2
SRR11998472,NCBI_Salmonella_Stage2
SRR11998473,NCBI_Salmonella_Stage2
SRR11998474,NCBI_Salmonella_Stage2
SRR11998475,NCBI_Salmonella_Stage2
SRR11998476,NCBI_Salmonella_Stage2
SRR11998477,NCBI_Salmonella_Stage2
SRR11998479,NCBI_Salmonella_Stage2
SRR11998480,NCBI_Salmonella_Stage2
SRR11998481,NCBI_Salmonella_Stage2
SRR11998482,NCBI_Salmonella_Stage2
SRR11998483,NCBI_Salmonella_Stage2
SRR11998484,NCBI_Salmonella_Stage2
SRR11998485,NCBI_Salmonella_Stage2
SRR11998486,NCBI_Salmonella_Stage2
SRR11998487,NCBI_Salmonella_Stage2
SRR11998488,NCBI_Salmonella_Stage2
SRR11998489,NCBI_Salmonella_Stage2
SRR11998490,NCBI_Salmonella_Stage2
SRR11998492,NCBI_Salmonella_Stage2
SRR12252245,NCBI_Salmonella_Stage2
SRR12252246,NCBI_Salmonella_Stage2
SRR12252247,NCBI_Salmonella_Stage2
SRR12252248,NCBI_Salmonella_Stage2
SRR12252249,NCBI_Salmonella_Stage2
SRR12252250,NCBI_Salmonella_Stage2
SRR12252251,NCBI_Salmonella_Stage2
SRR12252252,NCBI_Salmonella_Stage2
SRR12252253,NCBI_Salmonella_Stage2
SRR12252254,NCBI_Salmonella_Stage2
SRR12252255,NCBI_Salmonella_Stage2
SRR12252256,NCBI_Salmonella_Stage2
SRR12252257,NCBI_Salmonella_Stage2
SRR12252259,NCBI_Salmonella_Stage2
SRR12252260,NCBI_Salmonella_Stage2
SRR12252262,NCBI_Salmonella_Stage2
SRR12252264,NCBI_Salmonella_Stage2
SRR12252265,NCBI_Salmonella_Stage2
SRR12252266,NCBI_Salmonella_Stage2
SRR12252267,NCBI_Salmonella_Stage2
SRR12252268,NCBI_Salmonella_Stage2
SRR12396307,NCBI_Salmonella_Stage2
SRR12396308,NCBI_Salmonella_Stage2
SRR12396309,NCBI_Salmonella_Stage2
SRR12396310,NCBI_Salmonella_Stage2
SRR12396311,NCBI_Salmonella_Stage2
SRR12396312,NCBI_Salmonella_Stage2
SRR12508231,NCBI_Salmonella_Stage2
SRR12508232,NCBI_Salmonella_Stage2
SRR12508233,NCBI_Salmonella_Stage2
SRR12508234,NCBI_Salmonella_Stage2
SRR12508235,NCBI_Salmonella_Stage2
SRR12508236,NCBI_Salmonella_Stage2
SRR12589146,NCBI_Salmonella_Stage2
SRR12589147,NCBI_Salmonella_Stage2
SRR12589148,NCBI_Salmonella_Stage2
SRR12589149,NCBI_Salmonella_Stage2
SRR12589150,NCBI_Salmonella_Stage2
SRR12589151,NCBI_Salmonella_Stage2
SRR12589152,NCBI_Salmonella_Stage2
SRR12589153,NCBI_Salmonella_Stage2
SRR12589154,NCBI_Salmonella_Stage2
SRR12615474,NCBI_Salmonella_Stage2
SRR12627591,NCBI_Salmonella_Stage2
SRR12627592,NCBI_Salmonella_Stage2
SRR12627593,NCBI_Salmonella_Stage2
SRR12627594,NCBI_Salmonella_Stage2
SRR12627595,NCBI_Salmonella_Stage2
SRR12627596,NCBI_Salmonella_Stage2
SRR12627597,NCBI_Salmonella_Stage2
SRR12627598,NCBI_Salmonella_Stage2
SRR12627599,NCBI_Salmonella_Stage2
SRR12627600,NCBI_Salmonella_Stage2
SRR12627601,NCBI_Salmonella_Stage2
SRR12627602,NCBI_Salmonella_Stage2
SRR12627603,NCBI_Salmonella_Stage2
SRR12627604,NCBI_Salmonella_Stage2
SRR12627605,NCBI_Salmonella_Stage2
SRR12627606,NCBI_Salmonella_Stage2
SRR12627607,NCBI_Salmonella_Stage2
SRR12627608,NCBI_Salmonella_Stage2
SRR12627609,NCBI_Salmonella_Stage2
SRR12627610,NCBI_Salmonella_Stage2
SRR12627611,NCBI_Salmonella_Stage2
SRR12627612,NCBI_Salmonella_Stage2
SRR12627613,NCBI_Salmonella_Stage2
SRR12627614,NCBI_Salmonella_Stage2
SRR12664396,NCBI_Salmonella_Stage2
SRR12664397,NCBI_Salmonella_Stage2
SRR12664398,NCBI_Salmonella_Stage2
SRR12664399,NCBI_Salmonella_Stage2
SRR12664400,NCBI_Salmonella_Stage2
SRR12664401,NCBI_Salmonella_Stage2
SRR12771824,NCBI_Salmonella_Stage2
SRR12801679,NCBI_Salmonella_Stage2
SRR12801680,NCBI_Salmonella_Stage2
SRR12801681,NCBI_Salmonella_Stage2
SRR12801682,NCBI_Salmonella_Stage2
SRR12801683,NCBI_Salmonella_Stage2
SRR12801684,NCBI_Salmonella_Stage2
SRR12801685,NCBI_Salmonella_Stage2
SRR12801686,NCBI_Salmonella_Stage2
SRR12801687,NCBI_Salmonella_Stage2
SRR12801688,NCBI_Salmonella_Stage2
SRR12801689,NCBI_Salmonella_Stage2
SRR12801690,NCBI_Salmonella_Stage2
SRR13053785,NCBI_Salmonella_Stage2
SRR13053786,NCBI_Salmonella_Stage2
SRR13053787,NCBI_Salmonella_Stage2
SRR13053788,NCBI_Salmonella_Stage2
SRR13053789,NCBI_Salmonella_Stage2
SRR13053790,NCBI_Salmonella_Stage2
SRR13053791,NCBI_Salmonella_Stage2
SRR13053792,NCBI_Salmonella_Stage2
SRR13053793,NCBI_Salmonella_Stage2
SRR13053794,NCBI_Salmonella_Stage2
SRR13053795,NCBI_Salmonella_Stage2
SRR13053796,NCBI_Salmonella_Stage2
SRR13053797,NCBI_Salmonella_Stage2
SRR13053798,NCBI_Salmonella_Stage2
SRR13053799,NCBI_Salmonella_Stage2
SRR13053800,NCBI_Salmonella_Stage2
SRR13053801,NCBI_Salmonella_Stage2
SRR13053802,NCBI_Salmonella_Stage2
SRR13053803,NCBI_Salmonella_Stage2
SRR13053804,NCBI_Salmonella_Stage2
SRR13053805,NCBI_Salmonella_Stage2
SRR13053806,NCBI_Salmonella_Stage2
SRR13053807,NCBI_Salmonella_Stage2
SRR13053808,NCBI_Salmonella_Stage2
SRR13053809,NCBI_Salmonella_Stage2
SRR13053810,NCBI_Salmonella_Stage2
SRR13053811,NCBI_Salmonella_Stage2
SRR13053812,NCBI_Salmonella_Stage2
SRR13053813,NCBI_Salmonella_Stage2
SRR13053814,NCBI_Salmonella_Stage2
SRR13053815,NCBI_Salmonella_Stage2
SRR13053816,NCBI_Salmonella_Stage2
SRR13053817,NCBI_Salmonella_Stage2
SRR13053818,NCBI_Salmonella_Stage2
SRR13065745,NCBI_Salmonella_Stage2
SRR13065746,NCBI_Salmonella_Stage2
SRR13065747,NCBI_Salmonella_Stage2
SRR13065755,NCBI_Salmonella_Stage2
SRR13065758,NCBI_Salmonella_Stage2
SRR13065759,NCBI_Salmonella_Stage2
SRR13065760,NCBI_Salmonella_Stage2
SRR13065761,NCBI_Salmonella_Stage2
SRR13065762,NCBI_Salmonella_Stage2
SRR13065763,NCBI_Salmonella_Stage2
SRR13065766,NCBI_Salmonella_Stage2
SRR13065767,NCBI_Salmonella_Stage2
SRR13089197,NCBI_Salmonella_Stage2
SRR13089198,NCBI_Salmonella_Stage2
SRR13089199,NCBI_Salmonella_Stage2
SRR13089226,NCBI_Salmonella_Stage2
SRR13089227,NCBI_Salmonella_Stage2
SRR13089228,NCBI_Salmonella_Stage2
SRR13089229,NCBI_Salmonella_Stage2
SRR13089230,NCBI_Salmonella_Stage2
SRR13089231,NCBI_Salmonella_Stage2
SRR13089232,NCBI_Salmonella_Stage2
SRR13089233,NCBI_Salmonella_Stage2
SRR13089234,NCBI_Salmonella_Stage2
SRR13089235,NCBI_Salmonella_Stage2
SRR13089236,NCBI_Salmonella_Stage2
SRR13089237,NCBI_Salmonella_Stage2
SRR13089264,NCBI_Salmonella_Stage2
SRR13089265,NCBI_Salmonella_Stage2
SRR13089266,NCBI_Salmonella_Stage2
SRR13089267,NCBI_Salmonella_Stage2
SRR13089268,NCBI_Salmonella_Stage2
SRR13089269,NCBI_Salmonella_Stage2
SRR13089270,NCBI_Salmonella_Stage2
SRR13089271,NCBI_Salmonella_Stage2
SRR13089272,NCBI_Salmonella_Stage2
SRR13089273,NCBI_Salmonella_Stage2
SRR13089274,NCBI_Salmonella_Stage2
SRR13089275,NCBI_Salmonella_Stage2
SRR13089276,NCBI_Salmonella_Stage2
SRR13089277,NCBI_Salmonella_Stage2
SRR13089278,NCBI_Salmonella_Stage2
SRR13089279,NCBI_Salmonella_Stage2
SRR13089280,NCBI_Salmonella_Stage2
SRR13089281,NCBI_Salmonella_Stage2
SRR13268399,NCBI_Salmonella_Stage2
SRR13268400,NCBI_Salmonella_Stage2
SRR13268401,NCBI_Salmonella_Stage2
SRR13268402,NCBI_Salmonella_Stage2
SRR13268403,NCBI_Salmonella_Stage2
SRR13268404,NCBI_Salmonella_Stage2
SRR13268405,NCBI_Salmonella_Stage2
SRR13268406,NCBI_Salmonella_Stage2
SRR13268407,NCBI_Salmonella_Stage2
SRR13268408,NCBI_Salmonella_Stage2
SRR13268409,NCBI_Salmonella_Stage2
SRR13268410,NCBI_Salmonella_Stage2
SRR13268411,NCBI_Salmonella_Stage2
SRR13268412,NCBI_Salmonella_Stage2
SRR13268413,NCBI_Salmonella_Stage2
SRR13268414,NCBI_Salmonella_Stage2
SRR13268415,NCBI_Salmonella_Stage2
SRR13268416,NCBI_Salmonella_Stage2
SRR13268417,NCBI_Salmonella_Stage2
SRR13268418,NCBI_Salmonella_Stage2
SRR13268419,NCBI_Salmonella_Stage2
SRR13268420,NCBI_Salmonella_Stage2
SRR13268421,NCBI_Salmonella_Stage2
SRR13268422,NCBI_Salmonella_Stage2
SRR13268423,NCBI_Salmonella_Stage2
SRR13268424,NCBI_Salmonella_Stage2
SRR13268425,NCBI_Salmonella_Stage2
SRR13268426,NCBI_Salmonella_Stage2
SRR13268427,NCBI_Salmonella_Stage2
SRR13268428,NCBI_Salmonella_Stage2
SRR13270428,NCBI_Salmonella_Stage2
SRR13270429,NCBI_Salmonella_Stage2
SRR13270430,NCBI_Salmonella_Stage2
SRR13270431,NCBI_Salmonella_Stage2
SRR13270432,NCBI_Salmonella_Stage2
SRR13270433,NCBI_Salmonella_Stage2
SRR13270434,NCBI_Salmonella_Stage2
SRR13270435,NCBI_Salmonella_Stage2
SRR13270436,NCBI_Salmonella_Stage2
SRR13393355,NCBI_Salmonella_Stage2
SRR13393447,NCBI_Salmonella_Stage2
SRR13393452,NCBI_Salmonella_Stage2
SRR13393646,NCBI_Salmonella_Stage2
SRR13393731,NCBI_Salmonella_Stage2
SRR13394069,NCBI_Salmonella_Stage2
SRR13396627,NCBI_Salmonella_Stage2
SRR13633811,NCBI_Salmonella_Stage2
SRR13633812,NCBI_Salmonella_Stage2
SRR13680562,NCBI_Salmonella_Stage2
SRR13680564,NCBI_Salmonella_Stage2
SRR13680565,NCBI_Salmonella_Stage2
SRR13680566,NCBI_Salmonella_Stage2
SRR13680567,NCBI_Salmonella_Stage2
SRR13680570,NCBI_Salmonella_Stage2
SRR13680571,NCBI_Salmonella_Stage2
SRR13680572,NCBI_Salmonella_Stage2
SRR13781821,NCBI_Salmonella_Stage2
SRR13781822,NCBI_Salmonella_Stage2
SRR14369597,NCBI_Salmonella_Stage2
SRR14369598,NCBI_Salmonella_Stage2
SRR14369599,NCBI_Salmonella_Stage2
SRR14369600,NCBI_Salmonella_Stage2
SRR14369601,NCBI_Salmonella_Stage2
SRR14369602,NCBI_Salmonella_Stage2
SRR14402307,NCBI_Salmonella_Stage2
SRR14402309,NCBI_Salmonella_Stage2
SRR14402310,NCBI_Salmonella_Stage2
SRR14402311,NCBI_Salmonella_Stage2
SRR14402312,NCBI_Salmonella_Stage2
SRR14703241,NCBI_Salmonella_Stage2
SRR14703242,NCBI_Salmonella_Stage2
SRR14703243,NCBI_Salmonella_Stage2
SRR14703244,NCBI_Salmonella_Stage2
SRR14703245,NCBI_Salmonella_Stage2
SRR14703246,NCBI_Salmonella_Stage2
SRR14703247,NCBI_Salmonella_Stage2
SRR14703248,NCBI_Salmonella_Stage2
SRR14808602,NCBI_Salmonella_Stage2
SRR14808603,NCBI_Salmonella_Stage2
SRR14808604,NCBI_Salmonella_Stage2
SRR14808605,NCBI_Salmonella_Stage2
SRR14808606,NCBI_Salmonella_Stage2
SRR14808607,NCBI_Salmonella_Stage2
SRR14808608,NCBI_Salmonella_Stage2
SRR14808609,NCBI_Salmonella_Stage2
SRR14808610,NCBI_Salmonella_Stage2
SRR14808611,NCBI_Salmonella_Stage2
SRR14808612,NCBI_Salmonella_Stage2
SRR14808613,NCBI_Salmonella_Stage2
SRR14808614,NCBI_Salmonella_Stage2
SRR14808615,NCBI_Salmonella_Stage2
SRR14808616,NCBI_Salmonella_Stage2
SRR14808617,NCBI_Salmonella_Stage2
SRR14808618,NCBI_Salmonella_Stage2
SRR14808619,NCBI_Salmonella_Stage2
SRR14808620,NCBI_Salmonella_Stage2
SRR14808621,NCBI_Salmonella_Stage2
SRR14808622,NCBI_Salmonella_Stage2
SRR14808623,NCBI_Salmonella_Stage2
SRR14808624,NCBI_Salmonella_Stage2
SRR14808625,NCBI_Salmonella_Stage2
SRR14808626,NCBI_Salmonella_Stage2
SRR14808627,NCBI_Salmonella_Stage2
SRR14808628,NCBI_Salmonella_Stage2
SRR14808629,NCBI_Salmonella_Stage2
SRR14808630,NCBI_Salmonella_Stage2
SRR14808631,NCBI_Salmonella_Stage2
SRR14808632,NCBI_Salmonella_Stage2
SRR14808633,NCBI_Salmonella_Stage2
SRR14838742,NCBI_Salmonella_Stage2
SRR14838743,NCBI_Salmonella_Stage2
SRR14838744,NCBI_Salmonella_Stage2
SRR14838745,NCBI_Salmonella_Stage2
SRR14838746,NCBI_Salmonella_Stage2
SRR14838747,NCBI_Salmonella_Stage2
SRR14838748,NCBI_Salmonella_Stage2
SRR14838749,NCBI_Salmonella_Stage2
SRR14838750,NCBI_Salmonella_Stage2
SRR14838751,NCBI_Salmonella_Stage2
SRR14838752,NCBI_Salmonella_Stage2
SRR14838753,NCBI_Salmonella_Stage2
SRR14838754,NCBI_Salmonella_Stage2
SRR14838755,NCBI_Salmonella_Stage2
SRR14838756,NCBI_Salmonella_Stage2
SRR14838757,NCBI_Salmonella_Stage2
SRR14838758,NCBI_Salmonella_Stage2
SRR14838759,NCBI_Salmonella_Stage2
SRR14838760,NCBI_Salmonella_Stage2
SRR14838761,NCBI_Salmonella_Stage2
SRR14838762,NCBI_Salmonella_Stage2
SRR14838763,NCBI_Salmonella_Stage2
SRR14838764,NCBI_Salmonella_Stage2
SRR14838765,NCBI_Salmonella_Stage2
SRR14838766,NCBI_Salmonella_Stage2
SRR14838767,NCBI_Salmonella_Stage2
SRR14838768,NCBI_Salmonella_Stage2
SRR14838769,NCBI_Salmonella_Stage2
SRR14838770,NCBI_Salmonella_Stage2
SRR14838771,NCBI_Salmonella_Stage2
SRR14838772,NCBI_Salmonella_Stage2
SRR14838773,NCBI_Salmonella_Stage2
SRR14838774,NCBI_Salmonella_Stage2
SRR14838775,NCBI_Salmonella_Stage2
SRR14838776,NCBI_Salmonella_Stage2
SRR14838777,NCBI_Salmonella_Stage2
SRR14838778,NCBI_Salmonella_Stage2
SRR14838779,NCBI_Salmonella_Stage2
SRR14838780,NCBI_Salmonella_Stage2
SRR14838781,NCBI_Salmonella_Stage2
SRR14838782,NCBI_Salmonella_Stage2
SRR14838783,NCBI_Salmonella_Stage2
SRR14838784,NCBI_Salmonella_Stage2
SRR14838785,NCBI_Salmonella_Stage2
SRR14838786,NCBI_Salmonella_Stage2
SRR14838787,NCBI_Salmonella_Stage2
SRR14838788,NCBI_Salmonella_Stage2
SRR14838789,NCBI_Salmonella_Stage2
SRR14838790,NCBI_Salmonella_Stage2
SRR14838791,NCBI_Salmonella_Stage2
SRR14838792,NCBI_Salmonella_Stage2
SRR14838793,NCBI_Salmonella_Stage2
SRR14838794,NCBI_Salmonella_Stage2
SRR14838795,NCBI_Salmonella_Stage2
SRR14838796,NCBI_Salmonella_Stage2
SRR14838797,NCBI_Salmonella_Stage2
SRR14838798,NCBI_Salmonella_Stage2
SRR14838799,NCBI_Salmonella_Stage2
SRR14838800,NCBI_Salmonella_Stage2
SRR14838801,NCBI_Salmonella_Stage2
SRR14838802,NCBI_Salmonella_Stage2
SRR14838803,NCBI_Salmonella_Stage2
SRR14838804,NCBI_Salmonella_Stage2
SRR14838805,NCBI_Salmonella_Stage2
SRR14838806,NCBI_Salmonella_Stage2
SRR14838807,NCBI_Salmonella_Stage2
SRR14838808,NCBI_Salmonella_Stage2
SRR14838809,NCBI_Salmonella_Stage2
SRR14838810,NCBI_Salmonella_Stage2
SRR14838811,NCBI_Salmonella_Stage2
SRR14838812,NCBI_Salmonella_Stage2
SRR14838813,NCBI_Salmonella_Stage2
SRR14838814,NCBI_Salmonella_Stage2
SRR14838815,NCBI_Salmonella_Stage2
SRR14838816,NCBI_Salmonella_Stage2
SRR14838817,NCBI_Salmonella_Stage2
SRR14838818,NCBI_Salmonella_Stage2
SRR14838819,NCBI_Salmonella_Stage2
SRR14838820,NCBI_Salmonella_Stage2
SRR14838821,NCBI_Salmonella_Stage2
SRR14838822,NCBI_Salmonella_Stage2
SRR14838823,NCBI_Salmonella_Stage2
SRR14838824,NCBI_Salmonella_Stage2
SRR14838825,NCBI_Salmonella_Stage2
SRR14838826,NCBI_Salmonella_Stage2
SRR14838827,NCBI_Salmonella_Stage2
SRR14838828,NCBI_Salmonella_Stage2
SRR14838829,NCBI_Salmonella_Stage2
SRR14838830,NCBI_Salmonella_Stage2
SRR14838831,NCBI_Salmonella_Stage2
SRR14838832,NCBI_Salmonella_Stage2
SRR14838833,NCBI_Salmonella_Stage2
SRR14838834,NCBI_Salmonella_Stage2
SRR14838835,NCBI_Salmonella_Stage2
SRR14838836,NCBI_Salmonella_Stage2
SRR14838837,NCBI_Salmonella_Stage2
SRR14838838,NCBI_Salmonella_Stage2
SRR14838839,NCBI_Salmonella_Stage2
SRR14838840,NCBI_Salmonella_Stage2
SRR14838841,NCBI_Salmonella_Stage2
SRR14838842,NCBI_Salmonella_Stage2
SRR14838843,NCBI_Salmonella_Stage2
SRR14838844,NCBI_Salmonella_Stage2
SRR14838845,NCBI_Salmonella_Stage2
SRR14838846,NCBI_Salmonella_Stage2
SRR14838847,NCBI_Salmonella_Stage2
SRR14838848,NCBI_Salmonella_Stage2
SRR14838849,NCBI_Salmonella_Stage2
SRR14838850,NCBI_Salmonella_Stage2
SRR14838851,NCBI_Salmonella_Stage2
SRR14838852,NCBI_Salmonella_Stage2
SRR14838853,NCBI_Salmonella_Stage2
SRR14838854,NCBI_Salmonella_Stage2
SRR14838855,NCBI_Salmonella_Stage2
SRR14838856,NCBI_Salmonella_Stage2
SRR14838857,NCBI_Salmonella_Stage2
SRR14838858,NCBI_Salmonella_Stage2
SRR14838859,NCBI_Salmonella_Stage2
SRR14838860,NCBI_Salmonella_Stage2
SRR14838861,NCBI_Salmonella_Stage2
SRR14838862,NCBI_Salmonella_Stage2
SRR14838863,NCBI_Salmonella_Stage2
SRR14838864,NCBI_Salmonella_Stage2
SRR14838865,NCBI_Salmonella_Stage2
SRR14838866,NCBI_Salmonella_Stage2
SRR14838867,NCBI_Salmonella_Stage2
SRR14838868,NCBI_Salmonella_Stage2
SRR14838869,NCBI_Salmonella_Stage2
SRR14838870,NCBI_Salmonella_Stage2
SRR14902288,NCBI_Salmonella_Stage2
SRR14902289,NCBI_Salmonella_Stage2
SRR14902290,NCBI_Salmonella_Stage2
SRR14902291,NCBI_Salmonella_Stage2
SRR14902292,NCBI_Salmonella_Stage2
SRR14902293,NCBI_Salmonella_Stage2
SRR14902294,NCBI_Salmonella_Stage2
SRR14902295,NCBI_Salmonella_Stage2
SRR14902296,NCBI_Salmonella_Stage2
SRR14902297,NCBI_Salmonella_Stage2
SRR14902298,NCBI_Salmonella_Stage2
SRR14902299,NCBI_Salmonella_Stage2
SRR14902300,NCBI_Salmonella_Stage2
SRR14902301,NCBI_Salmonella_Stage2
SRR14902302,NCBI_Salmonella_Stage2
SRR14902303,NCBI_Salmonella_Stage2
SRR14902304,NCBI_Salmonella_Stage2
SRR14902305,NCBI_Salmonella_Stage2
SRR14902306,NCBI_Salmonella_Stage2
SRR14902307,NCBI_Salmonella_Stage2
SRR14902308,NCBI_Salmonella_Stage2
SRR14902309,NCBI_Salmonella_Stage2
SRR14902310,NCBI_Salmonella_Stage2
SRR14902311,NCBI_Salmonella_Stage2
SRR1507254,NCBI_Salmonella_Stage2
SRR1507255,NCBI_Salmonella_Stage2
SRR1508160,NCBI_Salmonella_Stage2
SRR1508161,NCBI_Salmonella_Stage2
SRR15112652,NCBI_Salmonella_Stage2
SRR15112653,NCBI_Salmonella_Stage2
SRR15112654,NCBI_Salmonella_Stage2
SRR15112655,NCBI_Salmonella_Stage2
SRR15112656,NCBI_Salmonella_Stage2
SRR15112657,NCBI_Salmonella_Stage2
SRR15112658,NCBI_Salmonella_Stage2
SRR15112659,NCBI_Salmonella_Stage2
SRR15195864,NCBI_Salmonella_Stage2
SRR15195865,NCBI_Salmonella_Stage2
SRR15195866,NCBI_Salmonella_Stage2
SRR15195867,NCBI_Salmonella_Stage2
SRR15195868,NCBI_Salmonella_Stage2
SRR15195869,NCBI_Salmonella_Stage2
SRR15195870,NCBI_Salmonella_Stage2
