ckpt_id,stage,seed,condition_mode,bam,cosine,mse_or_std,n_genes_in_set
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,no_context_no_cond,YB1_aer_MinION,0.8798,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,zero_expression_input_cond_only,YB1_aer_0508,0.8637,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,completion_cond_full,YB1_aer_0508,0.9455,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,no_context_no_cond,YB1_aer_0508,0.8670,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,zero_expression_input_cond_only,YB1_ana_v2,0.8973,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,completion_cond_full,YB1_ana_v2,0.9023,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,no_context_no_cond,YB1_ana_v2,0.8976,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,zero_expression_input_cond_only,YB1_ana_0507,0.8669,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,completion_cond_full,YB1_ana_0507,0.9382,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,no_context_no_cond,YB1_ana_0507,0.8744,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,zero_expression_input_cond_only,YB1_ana_0508,0.8856,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,completion_cond_full,YB1_ana_0508,0.9717,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,no_context_no_cond,YB1_ana_0508,0.8860,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,zero_expression_input_cond_only,YB1_aer_clone_0516,0.8692,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,completion_cond_full,YB1_aer_clone_0516,0.9469,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,no_context_no_cond,YB1_aer_clone_0516,0.8643,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,zero_expression_input_cond_only,YB1_ana_clone_0516,0.8728,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,completion_cond_full,YB1_ana_clone_0516,0.9606,NA,NA
v5_stage3v2_1_cond_S1,stage3v2_1_cond,1,no_context_no_cond,YB1_ana_clone_0516,0.8728,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,zero_expression_input_cond_only,YB1_aer_MinION,0.8825,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,completion_cond_full,YB1_aer_MinION,0.9712,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,no_context_no_cond,YB1_aer_MinION,0.8516,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,zero_expression_input_cond_only,YB1_aer_0508,0.8730,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,completion_cond_full,YB1_aer_0508,0.9459,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,no_context_no_cond,YB1_aer_0508,0.8529,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,zero_expression_input_cond_only,YB1_ana_v2,0.8541,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,completion_cond_full,YB1_ana_v2,0.9205,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,no_context_no_cond,YB1_ana_v2,0.8600,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,zero_expression_input_cond_only,YB1_ana_0507,0.8664,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,completion_cond_full,YB1_ana_0507,0.9387,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,no_context_no_cond,YB1_ana_0507,0.8571,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,zero_expression_input_cond_only,YB1_ana_0508,0.8668,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,completion_cond_full,YB1_ana_0508,0.9703,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,no_context_no_cond,YB1_ana_0508,0.8702,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,zero_expression_input_cond_only,YB1_aer_clone_0516,0.8615,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,completion_cond_full,YB1_aer_clone_0516,0.9569,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,no_context_no_cond,YB1_aer_clone_0516,0.8438,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,zero_expression_input_cond_only,YB1_ana_clone_0516,0.8714,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,completion_cond_full,YB1_ana_clone_0516,0.9580,NA,NA
v5_stage3v2_1_cond_S42,stage3v2_1_cond,42,no_context_no_cond,YB1_ana_clone_0516,0.8483,NA,NA
