gene,YB1_vs_WT_aer,dAsd_vs_WT_aer,residual_aer(YB1-dAsd),YB1_vs_WT_ana,dAsd_vs_WT_ana,residual_ana
deoC,-0.5178,-1.7311,1.2133,1.057,0.9073,0.1497
deoD,0.3681,0.1434,0.2247,0.2288,0.035,0.1938
deoR,-0.4899,-0.6906,0.2007,-0.0425,0.6891,-0.7316
der,-0.8893,-0.6737,-0.2156,-1.5059,-1.6835,0.1776
dgaE,0.6197,0.1434,0.4763,-0.0425,1.0517,-1.0942
dgcJ,-0.2734,-0.3871,0.1137,0.118,-0.3728,0.4908
dgcN,-0.0662,-0.9786,0.9124,0.3201,-0.8382,1.1583
dgcQ,0.1343,1.0365,-0.9022,-0.6946,-0.5333,-0.1613
dgoD,-0.9653,-1.4416,0.4763,0.6945,1.0517,-0.3572
dgoR,-1.4958,-0.3871,-1.1087,1.5425,1.7886,-0.2461
dgt,-0.7789,-2.3926,1.6137,-0.9994,-1.4902,0.4908
diaA,1.5372,0.4329,1.1043,-0.4295,0.0231,-0.4526
dinB,-0.9965,-2.3591,1.3626,-1.2022,-1.0577,-0.1445
dinF,-1.3927,-2.8201,1.4274,-2.4942,-1.7149,-0.7793
dinG,-1.7022,-2.3229,0.6207,-0.9439,-1.1403,0.1964
dinI,-1.5217,-1.8375,0.3158,-0.6081,0.2345,-0.8426
djlA,-0.0477,0.1434,-0.1911,-0.0425,-0.3786,0.3361
dkgA,0.6197,1.7284,-1.1087,1.5425,-0.1707,1.7132
dkgB,-1.7022,-1.6931,-0.0091,-1.6996,-1.984,0.2844
dksA,-0.4238,-0.1054,-0.3184,0.6788,1.3125,-0.6337
dld,0.6197,-0.5936,1.2133,0.209,-0.0676,0.2766
dmsA,-0.9653,0.1434,-1.1087,1.3111,-0.2438,1.5549
dmsB,0.6197,1.7284,-1.1087,-1.6275,-0.8959,-0.7316
dmsD,-0.1508,-0.3223,0.1715,-0.1535,-0.4302,0.2767
dnaA,-1.7686,-1.203,-0.5656,-2.2682,-2.2869,0.0187
dnaB,-0.8209,0.5393,-1.3602,-1.6275,0.3842,-2.0117
dnaC,-0.4445,-0.2927,-0.1518,-1.6275,-1.8773,0.2498
dnaE,-0.395,-0.5552,0.1602,-0.3447,-0.5562,0.2115
dnaG,-0.2413,-0.8405,0.5992,0.4565,-0.7107,1.1672
dnaJ,0.2853,0.9001,-0.6148,-0.6436,-1.0102,0.3666
dnaK,0.3462,1.3599,-1.0137,0.5282,-1.0939,1.6221
dnaN,-0.0324,-0.043,0.0106,-2.0183,-2.168,0.1497
dnaQ,-0.734,-1.5728,0.8388,0.247,1.0517,-0.8047
dnaT,-0.0477,-0.7046,0.6569,-0.4051,0.0694,-0.4745
dnaX,-0.6372,-0.7294,0.0922,-0.5615,-0.7097,0.1482
dolP,-0.6027,0.9605,-1.5632,1.4314,1.1548,0.2766
dpaA,-0.1173,-0.4905,0.3732,-0.7795,-0.4896,-0.2899
dpaL,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
dpiA,0.1343,1.7284,-1.5941,0.6945,1.0517,-0.3572
dpiB,-0.0324,1.0763,-1.1087,0.4429,0.4178,0.0251
dppA,0.2327,-0.0372,0.2699,0.875,0.6891,0.1859
dppB,-1.1459,-2.3591,1.2132,0.6945,-0.5333,1.2278
dppC,-0.2283,-1.4416,1.2133,-2.3644,-0.5333,-1.8311
dppD,-0.9653,-1.4416,0.4763,-2.3644,-2.8552,0.4908
dppF,1.8421,0.1434,1.6987,2.7648,-0.5333,3.2981
dprA,1.3116,0.3499,0.9617,1.057,0.5662,0.4908
dps,-0.2283,2.2589,-2.4872,0.1639,1.7886,-1.6247
dqlB,0.7578,-0.6936,1.4514,0.614,-0.0957,0.7097
drpB,0.6197,2.4653,-1.8456,-1.6275,1.0517,-2.6792
dsbA,-0.4143,0.3896,-0.8039,0.3074,0.0611,0.2463
dsbB,0.237,-0.0674,0.3044,0.3992,1.0659,-0.6667
dsbC,-1.3279,-0.911,-0.4169,-3.4117,-1.2396,-2.1721
dsbE,-0.9653,-1.4416,0.4763,-0.0425,-0.5333,0.4908
dsbG,-0.0084,-0.0372,0.0288,-0.9754,-0.6777,-0.2977
dsbI,0.0892,-0.0976,0.1868,-0.573,-0.3269,-0.2461
dsdA,0.0892,0.5304,-0.4412,1.095,1.5371,-0.4421
dsdC,-3.0808,-3.557,0.4762,-0.0425,0.6891,-0.7316
dsdX,0.6197,-0.5936,1.2133,-3.2124,-0.8959,-2.3165
dsrB,0.6197,1.6173,-0.9976,0.875,1.9692,-1.0942
dtd,-0.2734,-0.7497,0.4763,0.1639,0.5211,-0.3572
dtnK,-0.9653,-1.4416,0.4763,2.2794,1.0517,1.2277
dtpA,-1.0502,0.1434,-1.1936,-0.0425,0.4565,-0.499
dtpB,-1.8828,-3.9441,2.0613,-0.4051,-2.1183,1.7132
dtpD,-1.7824,-2.2587,0.4763,-2.3644,-1.9223,-0.4421
dusA,0.9557,0.6221,0.3336,0.2254,0.8854,-0.66
dusB,-0.2687,0.2083,-0.477,-0.1081,0.9174,-1.0255
dusC,0.1343,1.0365,-0.9022,2.7648,2.274,0.4908
dut,-0.6758,-0.911,0.2352,-0.8905,-0.2438,-0.6467
dxs,-0.1422,-0.7497,0.6075,-0.6823,-0.4909,-0.1914
eamA,-1.4958,-1.9721,0.4763,-0.6946,0.0947,-0.7893
eamB,-0.4276,-1.6409,1.2133,0.1439,-1.1434,1.2873
ecnB,0.3787,-0.3871,0.7658,1.7489,0.7205,1.0284
eco,-1.028,-3.8262,2.7982,-0.249,-6.7621,6.5131
edd,0.0988,-0.5087,0.6075,0.5258,-0.0337,0.5595
efp,0.0127,0.8087,-0.796,0.1952,1.4828,-1.2876
elaB,-0.1173,1.7284,-1.8457,1.095,1.6683,-0.5733
elbB,1.1051,1.5219,-0.4168,-0.0425,-1.4264,1.3839
elyC,0.6197,-0.342,0.9617,-0.8905,0.9406,-1.8311
emrA,-1.0936,-2.7482,1.6546,-0.8043,-3.2827,2.4784
emrB,-0.6027,-1.9965,1.3938,-1.4235,-2.8073,1.3838
emrD,0.0578,1.9836,-1.9258,2.5898,4.2216,-1.6318
emtA,0.6197,1.7284,-1.1087,1.095,0.3147,0.7803
endA,-0.6027,-0.342,-0.2607,-0.0425,1.0517,-1.0942
eno,0.7625,-0.0353,0.7978,0.4235,0.2866,0.1369
entA,0.6197,0.1434,0.4763,-2.3644,-2.8552,0.4908
entC,-1.7022,-1.4416,-0.2606,-0.0425,0.9073,-0.9498
entD,-1.7022,-2.1785,0.4763,-0.7795,-0.5333,-0.2462
entE,0.6197,0.1434,0.4763,-2.3644,-1.2703,-1.0941
entF,0.2327,-0.4846,0.7173,-0.9356,0.0142,-0.9498
entH,0.6197,1.7284,-1.1087,-0.0425,-0.5333,0.4908
entS,0.9822,-1.079,2.0612,-0.0425,1.0517,-1.0942
envC,0.1808,-0.2327,0.4135,0.2106,0.3749,-0.1643
envF,2.2046,0.1434,2.0612,-0.0425,-0.5333,0.4908
envR,0.6197,3.082,-2.4623,-0.0425,5.1391,-5.1816
envZ,-0.1173,0.0778,-0.1951,-0.0425,0.7468,-0.7893
epd,-0.3449,-0.9378,0.5929,0.1511,-0.1566,0.3077
epmA,0.014,0.3717,-0.3577,0.009,0.1931,-0.1841
epmB,-1.1985,-0.8783,-0.3202,-2.175,-0.6938,-1.4812
eptA,-0.4178,-0.4981,0.0803,0.2331,-0.2577,0.4908
eptB,-0.2979,-3.2071,2.9092,-0.1919,-1.9405,1.7486
era,-0.8543,0.5439,-1.3982,-0.4459,-0.2184,-0.2275
erpA,-0.0866,1.5643,-1.6509,0.2267,0.7205,-0.4938
ettA,-0.1508,0.3004,-0.4512,0.8859,1.6724,-0.7865
eutA,0.6197,0.1434,0.4763,-2.3644,-1.2703,-1.0941
eutB,-0.9653,-1.4416,0.4763,-1.6275,-0.5333,-1.0942
eutC,-0.9653,0.1434,-1.1087,-0.0425,-0.5333,0.4908
eutG,0.6197,0.1434,0.4763,-0.0425,1.0517,-1.0942
eutH,0.6197,0.1434,0.4763,1.5425,2.274,-0.7315
eutJ,0.6197,1.7284,-1.1087,-0.0425,3.3736,-3.4161
eutK,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
eutL,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
eutM,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
eutN,0.6197,1.7284,-1.1087,-0.0425,-0.5333,0.4908
eutP,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
eutQ,1.3566,-1.4416,2.7982,-0.0425,0.2037,-0.2462
eutR,-0.2283,0.1434,-0.3717,-1.6275,0.2037,-1.8312
eutS,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
eutT,0.6197,0.1434,0.4763,1.5425,-0.5333,2.0758
exbB,-0.405,-1.2157,0.8107,0.3008,-1.1075,1.4083
exbD,0.6197,1.0763,-0.4566,0.0424,-1.8773,1.9197
excA,-0.7789,0.643,-1.4219,-0.4678,-0.6616,0.1938
exoX,0.6197,-0.3041,0.9238,0.5742,0.2037,0.3705
fabA,-2.3438,-0.3871,-1.9567,-0.4051,0.1381,-0.5432
fabB,-0.4864,-0.6955,0.2091,-0.1254,-0.8982,0.7728
fabD,0.2131,-0.0171,0.2302,-0.8748,-0.3833,-0.4915
fabF,0.1311,0.3059,-0.1748,-0.3526,0.0699,-0.4225
fabG,-0.2659,-0.2154,-0.0505,-0.3681,-0.1969,-0.1712
fabH,0.3093,0.0472,0.2621,-0.2708,-0.399,0.1282
fabI,0.4071,1.3373,-0.9302,0.5939,0.8906,-0.2967
fabR,0.2327,-1.2811,1.5138,-0.1026,-0.7905,0.6879
fabY,0.1127,0.1434,-0.0307,-0.3181,-0.1027,-0.2154
fabZ,0.5166,-0.191,0.7076,0.209,0.8557,-0.6467
fadA,0.6197,0.1434,0.4763,0.6945,0.6891,0.0054
fadB,-1.2548,-3.316,2.0612,1.5425,-2.1183,3.6608
fadD,0.344,-0.4733,0.8173,0.1326,-0.9639,1.0965
fadE,-0.2979,-1.1367,0.8388,-0.6946,0.7622,-1.4568
fadI,0.1343,-2.6639,2.7982,-0.6044,-2.0281,1.4237
fadJ,0.2571,-0.911,1.1681,-0.294,-1.2703,0.9763
fadK,1.1051,0.1434,0.9617,-0.7795,1.6683,-2.4478
fadL,-0.6604,-0.7741,0.1137,0.2623,-1.1613,1.4236
fadM,2.1144,-0.5087,2.6231,0.919,0.348,0.571
fadR,-0.2911,-0.1258,-0.1653,0.7847,0.1849,0.5998
fbaA,0.44,0.2255,0.2145,-0.1652,-0.4203,0.2551
fbaB,-0.6027,0.506,-1.1087,-0.5279,-0.1707,-0.3572
fbp,-1.0684,-0.4666,-0.6018,1.6737,2.0169,-0.3432
fcl,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
fdhD,-0.0517,-0.0734,0.0217,0.2591,-0.2316,0.4907
fdhE,-0.18,-0.2017,0.0217,0.2331,-0.5848,0.8179
fdnG,-0.8911,-5.2527,4.3616,-0.0425,-2.8945,2.852
fdnI,1.3566,0.4566,0.9,1.6052,2.3013,-0.6961
fdoI,0.6197,-0.4041,1.0238,2.5898,1.2322,1.3576
fdx,-0.5178,0.5909,-1.1087,-1.4831,-0.0263,-1.4568
fdxH,-0.6341,-3.2258,2.5917,-0.49,-1.6328,1.1428
feoA,-0.8209,-0.9346,0.1137,1.336,0.6042,0.7318
feoB,-0.259,-1.1659,0.9069,-0.4502,-0.7743,0.3241
feoC,-0.1173,-0.9561,0.8388,-0.8905,-1.2007,0.3102
fepB,-0.9653,-0.2192,-0.7461,0.6945,1.9692,-1.2747
fepC,-0.0722,-1.4416,1.3694,0.8055,2.0027,-1.1972
fepD,-2.8398,-3.316,0.4762,-2.158,-1.0638,-1.0942
fepG,1.3566,-1.4416,2.7982,-1.18,-3.9927,2.8127
fes,-0.9653,-1.4416,0.4763,1.5425,1.0517,0.4908
fetA,2.2046,1.7284,0.4762,-1.6275,0.6891,-2.3166
fetB,2.0603,0.7955,1.2648,0.8506,-0.1707,1.0213
ffh,-0.7713,-0.9983,0.227,-0.6482,-1.1901,0.5419
ffs,0.4216,-0.8669,1.2885,0.8313,0.9268,-0.0955
fghA,0.4132,0.4844,-0.0712,-0.3181,0.3694,-0.6875
fhuA,1.7192,-0.342,2.0612,-0.49,-1.6328,1.1428
fhuB,-2.1877,0.1434,-2.3311,-0.0425,0.6042,-0.6467
fhuC,-2.1877,-1.079,-1.1087,-2.3644,-0.5333,-1.8311
fhuD,2.2046,1.7284,0.4762,-1.6275,1.0517,-2.6792
fhuE,-0.2283,-0.7046,0.4763,0.6945,1.9692,-1.2747
fhuF,-0.3418,-3.4811,3.1393,0.4049,0.2552,0.1497
fieF,-0.4899,-0.3562,-0.1337,-0.7139,-0.405,-0.3089
fimA,2.0936,0.8804,1.2132,2.1451,-0.0028,2.1479
fimC,2.2046,0.1434,2.0612,-0.0425,-0.5333,0.4908
fimH,4.0791,0.1434,3.9357,2.073,0.2037,1.8693
fimI,2.7352,-1.4416,4.1768,1.5425,2.274,-0.7315
fimW,0.6197,-1.4416,2.0613,-2.3644,-2.8552,0.4908
fimY,-0.1173,-2.1785,2.0612,1.5425,1.3412,0.2013
fimZ,4.3201,2.4653,1.8548,3.6579,-0.5333,4.1912
fis,0.9822,1.7284,-0.7462,0.247,1.3412,-1.0942
fixX,0.6197,0.1434,0.4763,-0.0425,-0.5333,0.4908
fklB,-0.3237,0.3575,-0.6812,0.3936,1.7886,-1.395
fkpA,-0.5922,-0.2124,-0.3798,0.2003,-1.2475,1.4478
fkpB,0.3681,-0.2525,0.6206,-1.2184,-1.8202,0.6018
fldA,-0.831,-0.1698,-0.6612,-0.2593,-0.2316,-0.0277
fldB,0.1259,-1.0109,1.1368,-0.3117,-0.3065,-0.0052
flgA,2.3359,-2.6639,4.9998,1.5425,-0.5333,2.0758
flgB,1.8998,-1.079,2.9788,-0.0425,-2.8552,2.8127
flgC,0.1343,-2.6639,2.7982,-0.0425,-0.5333,0.4908
flgD,0.7641,-4.1045,4.8686,0.2623,-3.0358,3.2981
flgE,1.3566,-4.6115,5.9681,-0.813,-3.8063,2.9933
flgG,1.2297,-4.1045,5.3342,0.9009,-4.2337,5.1346
flgH,-0.2734,-3.557,3.2836,-1.6275,-3.7032,2.0757
flgJ,0.4753,-2.6639,3.1392,1.832,-2.1183,3.9503
flgK,0.7641,-2.8821,3.6462,-0.0425,-4.2017,4.1592
flgL,1.6323,-3.3676,4.9999,0.1291,-3.4027,3.5318
flgM,0.9822,-2.6639,3.6461,0.0887,-3.3407,3.4294
flgN,0.3787,-1.4416,1.8203,-0.794,-3.3407,2.5467
flhA,0.6197,-0.4733,1.093,0.0477,-0.8436,0.8913
flhB,2.3359,-2.6639,4.9998,-0.0425,-3.7032,3.6607
flhC,0.6927,-2.6639,3.3566,0.2985,-2.2386,2.5371
flhD,0.6884,-2.4068,3.0952,0.004,-3.2941,3.2981
flhE,1.5372,-1.4416,2.9788,-0.0425,-1.2703,1.2278
fliB,1.1672,-1.2351,2.4023,-0.0425,-1.4508,1.4083
fliD,1.38,-3.8863,5.2663,0.6757,-3.1656,3.8413
fliE,-0.0084,-3.9441,3.9357,-2.3644,-2.8552,0.4908
fliF,0.3505,-2.6038,2.9543,0.2623,-0.7139,0.9762
fliG,0.851,-3.6432,4.4942,0.118,-3.0358,3.1538
fliH,0.7801,-3.9441,4.7242,-2.545,-3.0358,0.4908
fliI,1.2254,-4.3802,5.6056,1.1799,-2.1183,3.2982
fliJ,1.8421,-1.4416,3.2837,-2.8499,-3.3407,0.4908
fliK,1.6615,-3.9441,5.6056,0.1639,-4.2337,4.3976
fliL,0.6197,-1.4416,2.0613,-1.2649,-1.7557,0.4908
fliM,0.6197,-3.1296,3.7493,-0.1869,-1.2252,1.0383
fliN,0.6197,-1.6221,2.2418,-0.9356,-4.2337,3.2981
fliO,0.0892,-3.557,3.6462,0.247,-3.7032,3.9502
fliP,0.6197,-0.7741,1.3938,1.336,-0.5333,1.8693
fliQ,-0.5178,-0.5087,-0.0091,-0.7795,-2.8552,2.0757
fliR,-0.4348,-2.2896,1.8548,-0.0425,2.6366,-2.6791
fliS,0.3302,-1.7311,2.0613,0.6096,-1.0187,1.6283
fliT,2.3852,0.1434,2.2418,0.2331,-1.9739,2.207
fliZ,5.1432,1.7284,3.4148,0.3445,-1.0638,1.4083
fljA,2.4941,-1.4416,3.9357,-0.332,-2.4078,2.0758
flk,-0.5023,-1.1592,0.6569,-0.7344,-0.1707,-0.5637
fmt,0.0236,-0.0976,0.1212,0.462,0.149,0.313
fnr,-0.4887,-2.1184,1.6297,-0.7479,-1.1628,0.4149
focA,-0.695,-1.1509,0.4559,-0.253,0.6984,-0.9514
folA,-0.0722,-0.5485,0.4763,-1.1066,0.2285,-1.3351
folB,0.6197,0.8804,-0.2607,-1.6275,1.0517,-2.6792
folC,0.4132,-0.3041,0.7173,-0.2566,0.4416,-0.6982
folD,0.5475,0.6685,-0.121,0.5772,0.8506,-0.2734
folE,-0.8751,-0.0559,-0.8192,-0.7795,-0.7084,-0.0711
folK,-0.2734,-0.3871,0.1137,-0.96,-1.8134,0.8534
folP,0.6197,0.1434,0.4763,-0.8656,-1.15,0.2844
foxA,-1.4507,-0.7895,-0.6612,-0.6946,0.0947,-0.7893
foxR,0.0578,-1.1103,1.1681,-0.203,-0.8743,0.6713
fpr,0.0892,-0.4981,0.5873,-0.2978,-0.3165,0.0187
fraB,-1.7022,0.9914,-2.6936,-0.0425,1.0517,-1.0942
fraD,-0.9653,-1.4416,0.4763,-0.0425,-0.5333,0.4908
fraE,-2.1877,-1.079,-1.1087,0.247,-0.8959,1.1429
frdA,-0.7902,0.5929,-1.3831,0.3201,-0.0504,0.3705
frdB,0.0494,0.3101,-0.2607,-0.1535,-0.6064,0.4529
frdC,-0.5379,0.4147,-0.9526,0.3416,-0.5333,0.8749
frdD,-0.1439,0.0621,-0.206,0.1941,-0.1803,0.3744
fre,-0.4899,-1.3073,0.8174,-0.5134,-1.3452,0.8318
frr,0.225,-0.3176,0.5426,0.118,0.6195,-0.5015
frsA,0.8261,0.8353,-0.0092,-0.4786,-0.0125,-0.4661
fruA,0.3363,0.5561,-0.2198,0.3742,-0.1363,0.5105
fruB,0.4001,-0.0372,0.4373,0.7193,0.2137,0.5056
fruK,0.0988,-0.6531,0.7519,0.267,-0.9279,1.1949
fsa,1.1051,-2.1785,3.2836,-0.8905,0.3842,-1.2747
ftnA,1.1192,1.2627,-0.1435,1.2601,2.274,-1.0139
ftsA,0.1212,0.297,-0.1758,-0.0666,0.0635,-0.1301
ftsB,-0.2208,0.286,-0.5068,0.0182,0.2585,-0.2403
ftsE,-1.582,0.8293,-2.4113,0.118,-0.7795,0.8975
ftsH,0.4716,-0.195,0.6666,0.3175,-0.3223,0.6398
ftsI,1.0671,0.3844,0.6827,0.1381,-0.3527,0.4908
ftsK,0.0915,0.1007,-0.0092,0.0424,0.0252,0.0172
ftsL,0.6853,-0.3287,1.014,0.9822,0.9125,0.0697
ftsN,-1.7824,0.4258,-2.2082,-0.6157,-0.4868,-0.1289
ftsP,-0.2283,0.2465,-0.4748,-0.1906,0.2589,-0.4495
ftsQ,-0.6758,0.4329,-1.1087,-0.1628,0.1082,-0.271
ftsW,0.4056,0.4147,-0.0091,0.4049,0.2552,0.1497
ftsX,-0.9187,0.4795,-1.3982,0.0135,-0.052,0.0655
ftsY,-0.5258,-0.4317,-0.0941,0.2606,0.3798,-0.1192
ftsZ,0.2112,0.0621,0.1491,0.17,0.6693,-0.4993
fucA,-1.4958,-3.557,2.0612,0.6945,0.6891,0.0054
fucI,0.6197,0.8804,-0.2607,-0.0425,-0.5333,0.4908
fucK,1.1051,0.1434,0.9617,-2.3644,-0.5333,-1.8311
fucO,0.9822,-1.079,2.0612,-1.18,-1.6708,0.4908
fucP,2.2046,0.1434,2.0612,1.5425,2.6366,-1.0941
fucR,-1.2548,-1.7311,0.4763,-0.8656,-0.8089,-0.0567
fucU,-2.1877,-2.6639,0.4762,-2.3644,-2.8552,0.4908
fumA,0.4854,0.2663,0.2191,0.1775,-0.8766,1.0541
fumB,-1.7022,-0.8,-0.9022,0.4049,-0.2923,0.6972
fumC,-0.0324,0.3844,-0.4168,-0.0425,0.7622,-0.8047
fumD,-2.8398,-3.316,0.4762,-1.6275,0.6891,-2.3166
fur,0.0892,0.3109,-0.2217,0.6056,-0.0916,0.6972
fusA,-0.5647,-0.0255,-0.5392,-0.4856,-0.2467,-0.2389
gabD,-0.9653,0.1434,-1.1087,-0.5279,-1.0187,0.4908
gabP,0.6197,1.7284,-1.1087,0.6945,1.3412,-0.6467
gabT,2.1144,0.9319,1.1825,0.919,0.5763,0.3427
galE,-0.5178,-0.5087,-0.0091,-1.6275,-0.2438,-1.3837
galF,0.0722,1.0412,-0.969,0.7567,0.8832,-0.1265
galK,-0.0084,-0.4846,0.4762,-0.0425,0.9016,-0.9441
galM,2.2046,3.0309,-0.8263,-0.3474,0.629,-0.9764
galP,-0.6027,-1.4416,0.8389,-0.5279,0.5662,-1.0941
galR,0.4884,-0.6797,1.1681,-0.5964,-1.4324,0.836
galS,0.6197,0.6288,-0.0091,0.6945,-2.1183,2.8128
galT,1.1051,-0.5936,1.6987,0.3201,-1.0187,1.3388
galU,-0.575,0.4903,-1.0653,0.1707,0.1622,0.0085
gapA,0.9241,2.0933,-1.1692,0.8303,1.6595,-0.8292
garD,0.1343,-0.342,0.4763,-0.0425,-1.0187,0.9762
garK,-1.7022,-2.1785,0.4763,-0.0425,0.2037,-0.2462
garL,0.6197,0.1434,0.4763,1.5425,1.0517,0.4908
garR,-0.1173,0.1434,-0.2607,-0.7795,1.2322,-2.0117
gatA,0.1343,-2.6639,2.7982,-0.0425,3.1671,-3.2096
gatB,0.6197,1.7284,-1.1087,-0.0425,-0.5333,0.4908
gatD,0.6197,-1.4416,2.0613,-0.0425,2.274,-2.3165
gatZ,0.9822,0.1434,0.8388,2.2794,1.5822,0.6972
gcl,-1.7022,-2.1785,0.4763,-2.3644,-1.2703,-1.0941
gcvA,-0.4089,-0.3997,-0.0092,-0.0425,0.0017,-0.0442
gcvH,2.2046,4.3913,-2.1867,0.6945,0.2037,0.4908
gcvP,0.7159,0.5708,0.1451,1.0048,1.3927,-0.3879
gcvT,0.3302,0.9319,-0.6017,0.6945,1.7886,-1.0941
gdhA,0.1836,0.574,-0.3904,0.0477,0.3454,-0.2977
ggt,2.9416,0.8804,2.0612,-2.158,-0.5333,-1.6247
ghoS,-1.7022,-2.1785,0.4763,0.6945,-0.5333,1.2278
ghrA,0.6197,1.5219,-0.9022,-0.6946,-0.0858,-0.6088
ghrB,-0.2283,-0.524,0.2957,-0.0425,0.3265,-0.369
ghxP,0.0892,0.1434,-0.0542,-1.1066,0.5578,-1.6644
gip,0.6197,0.1434,0.4763,-0.0425,-2.1183,2.0758
glaH,2.2046,1.7284,0.4762,-0.0425,-0.5333,0.4908
gldA,1.6838,1.0763,0.6075,0.0887,0.2037,-0.115
glgA,0.8607,0.3844,0.4763,0.0887,-0.0676,0.1563
glgB,-0.9653,1.7284,-2.6937,-0.0425,1.723,-1.7655
glgC,3.427,2.9508,0.4762,-0.8905,-1.3813,0.4908
glgP,-0.0324,0.3085,-0.3409,-0.1869,-0.5333,0.3464
glgS,-0.2979,-0.7741,0.4762,0.3445,0.1586,0.1859
glgX,0.6197,1.8596,-1.2399,-0.0425,1.7886,-1.8311
glk,-0.1173,-0.063,-0.0543,-0.249,-0.1923,-0.0567
glmM,-0.1975,0.4885,-0.686,0.7193,1.0092,-0.2899
glmS,0.3363,0.1975,0.1388,-0.2182,0.3864,-0.6046
glmU,0.014,1.3892,-1.3752,-0.9239,1.3708,-2.2947
glnA,-0.4589,-1.6759,1.217,-1.0578,-1.4307,0.3729
glnB,-1.4958,-0.7497,-0.7461,-0.0425,1.2927,-1.3352
glnD,-0.1173,-1.2854,1.1681,-0.6592,0.5578,-1.217
glnE,0.1343,-0.1614,0.2957,1.1358,1.1495,-0.0137
glnG,-0.8092,-1.079,0.2698,-0.8596,-0.6984,-0.1612
glnH,0.5705,0.367,0.2035,-0.6351,-0.3087,-0.3264
glnK,0.3302,-0.9941,1.3243,-0.0425,-0.5333,0.4908
glnL,-2.1877,-0.8274,-1.3603,-0.8905,-1.2703,0.3798
glnP,-0.6261,-0.3987,-0.2274,-1.3197,-1.0067,-0.313
glnQ,0.1651,-1.2247,1.3898,-1.1153,-1.2808,0.1655
glnS,-0.3921,-0.2599,-0.1322,0.21,-0.0125,0.2225
gloA,0.74,0.3747,0.3653,-0.1869,0.7468,-0.9337
gloB,1.3566,0.8804,0.4762,-1.2649,1.0517,-2.3166
glpA,0.1923,1.0078,-0.8155,0.343,0.2943,0.0487
glpB,0.1127,1.1164,-1.0037,0.1294,-0.3941,0.5235
glpC,-0.3534,0.6053,-0.9587,0.5231,-0.3527,0.8758
glpD,0.0919,-1.5391,1.631,0.6438,-0.4724,1.1162
glpE,-0.9653,-0.5936,-0.3717,-0.2231,-0.7139,0.4908
glpG,0.0946,-0.3817,0.4763,0.2868,0.112,0.1748
glpK,-0.8543,-0.2525,-0.6018,-1.1205,-0.1374,-0.9831
glpQ,1.4082,0.5909,0.8173,-0.332,-0.8228,0.4908
glpT,-0.3237,-0.413,0.0893,-0.3528,-0.6295,0.2767
glpX,0.1836,-0.1322,0.3158,0.0778,0.3007,-0.2229
glrR,1.4677,-0.063,1.5307,-1.7683,-0.602,-1.1663
glsB,1.8421,1.3658,0.4763,-3.2124,-0.0028,-3.2096
gltB,-0.8012,-1.5878,0.7866,-0.3016,-0.4193,0.1177
gltD,-0.8209,-0.6451,-0.1758,-0.1869,-1.0187,0.8318
gltJ,-0.0084,-1.6221,1.6137,-1.808,-1.4508,-0.3572
gltK,-2.1877,0.1434,-2.3311,-1.7587,-3.4719,1.7132
gltL,0.2786,-4.1045,4.3831,-0.4295,0.1341,-0.5636
gltP,-0.2283,-0.2192,-0.0091,0.1225,1.1365,-1.014
gltS,0.6197,0.7714,-0.1517,-1.142,0.4178,-1.5598
gltX,0.4029,2.0659,-1.663,0.7857,1.5593,-0.7736
gluQRS,-1.4309,-0.6271,-0.8038,-0.0425,0.2552,-0.2977
glxK,-0.9653,0.1434,-1.1087,-0.0425,1.0517,-1.0942
glxR,-1.7022,-2.1785,0.4763,1.5425,1.0517,0.4908
glyA,-0.259,1.0248,-1.2838,0.8123,1.313,-0.5007
glyQ,-0.6758,-0.8389,0.1631,-1.1479,-0.0831,-1.0648
glyS,-0.0292,-0.1871,0.1579,-0.2057,-0.7493,0.5436
gmd,0.6197,0.1434,0.4763,-2.3644,-0.5333,-1.8311
gmhB,0.0514,-0.2385,0.2899,-0.6369,-0.7777,0.1408
gmk,-0.3106,-0.5375,0.2269,-0.1156,-0.053,-0.0626
gndA,0.5218,-0.006,0.5278,-0.3022,0.3702,-0.6724
gntK,-0.9653,-3.0265,2.0612,-2.8499,0.1188,-2.9687
gntR,-0.7789,-0.6271,-0.1518,-1.0735,-1.444,0.3705
gntT,-1.8133,-3.0265,1.2132,0.488,-0.5333,1.0213
gntU,-1.2168,-2.1785,0.9617,-0.9356,-0.7743,-0.1613
gntX,-1.2548,-0.9941,-0.2607,-0.0425,-0.8959,0.8534
gogA,0.6197,0.1434,0.4763,2.2794,-0.5333,2.8127
gogB,0.2571,0.6739,-0.4168,1.1799,1.0517,0.1282
golB,0.6197,0.8804,-0.2607,-2.3644,-1.2703,-1.0941
golS,3.7896,2.9508,0.8388,-0.7795,0.6042,-1.3837
golT,0.6197,0.8804,-0.2607,1.1799,-2.1183,3.2982
